No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
26,Adam Quintana,INF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/adamquintana07mz,adamquintana07mz,San Bernardino,2011-12,sanbernardino,2012
13,Rafael Romo,SS,So,https://www.cccaasports.org/sports/bsb/2011-12/players/rafaelromouwvj,rafaelromouwvj,San Bernardino,2011-12,sanbernardino,2012
27,Ryan Miller,C,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/ryanmillervkzx,ryanmillervkzx,San Bernardino,2011-12,sanbernardino,2012
23,Brett Torrence,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/bretttorrencefr8q,bretttorrencefr8q,San Bernardino,2011-12,sanbernardino,2012
22,Jordan Dresner,INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/jordandresnerfr7z,jordandresnerfr7z,San Bernardino,2011-12,sanbernardino,2012
15,Joseph Szczepanski,INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/josephszczepanskiumla,josephszczepanskiumla,San Bernardino,2011-12,sanbernardino,2012
12,Ryan Boeger,OF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/ryanboeger32qm,ryanboeger32qm,San Bernardino,2011-12,sanbernardino,2012
6,Mike Trevino,INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/miketrevinon3f4,miketrevinon3f4,San Bernardino,2011-12,sanbernardino,2012
1,Leonard Malfavon,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/leonardmalfavond2oy,leonardmalfavond2oy,San Bernardino,2011-12,sanbernardino,2012
4,Adam Turpin,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/adamturpinqm3j,adamturpinqm3j,San Bernardino,2011-12,sanbernardino,2012
3,Josh Alonzo,INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/joshalonzoovxh,joshalonzoovxh,San Bernardino,2011-12,sanbernardino,2012
14,Juan Gutierrez,INF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/juangutierrezwg3x,juangutierrezwg3x,San Bernardino,2011-12,sanbernardino,2012
7,Dino Mares,C,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/dinomaresokqr,dinomaresokqr,San Bernardino,2011-12,sanbernardino,2012
36,Tallen Parker,LHP,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/tallenparker08ns,tallenparker08ns,San Bernardino,2011-12,sanbernardino,2012
9,Brent Axup,C,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/brentaxupdmci,brentaxupdmci,San Bernardino,2011-12,sanbernardino,2012
19,Augustine Campos,RHP,So,https://www.cccaasports.org/sports/bsb/2011-12/players/augustinecampos7ryx,augustinecampos7ryx,San Bernardino,2011-12,sanbernardino,2012
