No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
3,Marco Ayala,INF,So,https://www.cccaasports.org/sports/bsb/2021-22/players/marcoayalabohj,marcoayalabohj,Laney,2021-22,laney,2022
8,Maximiliano Lopez,INF,So,https://www.cccaasports.org/sports/bsb/2021-22/players/maximilianolopezuh7k,maximilianolopezuh7k,Laney,2021-22,laney,2022
21,Andreyes Palacios,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/andreyespalaciospnxf,andreyespalaciospnxf,Laney,2021-22,laney,2022
2,Koto Sato,INF,So,https://www.cccaasports.org/sports/bsb/2021-22/players/kotosatouobx,kotosatouobx,Laney,2021-22,laney,2022
11,Azaan Lewis,UTL,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/azaanlewisdww8,azaanlewisdww8,Laney,2021-22,laney,2022
20,Rudolph McDowell,UTL,So,https://www.cccaasports.org/sports/bsb/2021-22/players/rudolphmcdowell0b19,rudolphmcdowell0b19,Laney,2021-22,laney,2022
16,Tyler Shonnard,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/tylershonnardxbpd,tylershonnardxbpd,Laney,2021-22,laney,2022
24,Marcus Money,C,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/marcusmoneyax4l,marcusmoneyax4l,Laney,2021-22,laney,2022
18,Antonio Munoz,UTL,So,https://www.cccaasports.org/sports/bsb/2021-22/players/antoniomunoz28li,antoniomunoz28li,Laney,2021-22,laney,2022
19,Mauricio Bermudez,C,So,https://www.cccaasports.org/sports/bsb/2021-22/players/mauriciobermudez6ksq,mauriciobermudez6ksq,Laney,2021-22,laney,2022
4,Deickrimar Orta,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/deickrimarortaedgd,deickrimarortaedgd,Laney,2021-22,laney,2022
9,Octavio Martinez,UTL,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/octaviomartinezwpj3,octaviomartinezwpj3,Laney,2021-22,laney,2022
27,Amir Ealy,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/amirealy0on8,amirealy0on8,Laney,2021-22,laney,2022
34,Zeke Bellino,C,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/zekebellinoie9i,zekebellinoie9i,Laney,2021-22,laney,2022
5,Jaylen Hadley,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/jaylenhadleyvb70,jaylenhadleyvb70,Laney,2021-22,laney,2022
30,Cesar Arguello,INF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/cesararguelloj9at,cesararguelloj9at,Laney,2021-22,laney,2022
17,Jesus Contreras,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/jesuscontrerasokvq,jesuscontrerasokvq,Laney,2021-22,laney,2022
26,William Cohen,P,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/williamcohencbmq,williamcohencbmq,Laney,2021-22,laney,2022
23,Caleb Reichel,UTL,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/calebreichelyh8m,calebreichelyh8m,Laney,2021-22,laney,2022
12,Anthony Borrego,UTL,So,https://www.cccaasports.org/sports/bsb/2021-22/players/anthonyborregox85k,anthonyborregox85k,Laney,2021-22,laney,2022
