No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
6,Burle Dixon,OF/1B,SO,https://www.cccaasports.org/sports/bsb/2018-19/players/burledixon7jdo,burledixon7jdo,Cosumnes River,2018-19,cosumnesriver,2019
4,Dean Lucas,INF/OF,SO,https://www.cccaasports.org/sports/bsb/2018-19/players/deanlucasj39s,deanlucasj39s,Cosumnes River,2018-19,cosumnesriver,2019
29,Griffin Selby,P/OF,FR,https://www.cccaasports.org/sports/bsb/2018-19/players/griffinselby5o7d,griffinselby5o7d,Cosumnes River,2018-19,cosumnesriver,2019
7,Alex Crouch,INF,SO,https://www.cccaasports.org/sports/bsb/2018-19/players/alexcrouchyxlf,alexcrouchyxlf,Cosumnes River,2018-19,cosumnesriver,2019
24,Joey Pankratz,UTIL,So,https://www.cccaasports.org/sports/bsb/2018-19/players/joeypankratz92ai,joeypankratz92ai,Cosumnes River,2018-19,cosumnesriver,2019
34,Brett Graber,OF,FR,https://www.cccaasports.org/sports/bsb/2018-19/players/brettgraberg8e2,brettgraberg8e2,Cosumnes River,2018-19,cosumnesriver,2019
1,Essex Brown,INF,FR,https://www.cccaasports.org/sports/bsb/2018-19/players/essexbrownh1d1,essexbrownh1d1,Cosumnes River,2018-19,cosumnesriver,2019
23,Greg Creamer,OF/C,SO,https://www.cccaasports.org/sports/bsb/2018-19/players/gregcreamerwgxx,gregcreamerwgxx,Cosumnes River,2018-19,cosumnesriver,2019
12,Jeremy Kolb,C,SO,https://www.cccaasports.org/sports/bsb/2018-19/players/jeremykolbbhsg,jeremykolbbhsg,Cosumnes River,2018-19,cosumnesriver,2019
19,Mark Aubrey,C,SO,https://www.cccaasports.org/sports/bsb/2018-19/players/markaubreyr23t,markaubreyr23t,Cosumnes River,2018-19,cosumnesriver,2019
10,Clay Duval,INF,SO,https://www.cccaasports.org/sports/bsb/2018-19/players/clayduvalgt6g,clayduvalgt6g,Cosumnes River,2018-19,cosumnesriver,2019
9,Ryan Barry,INF,FR,https://www.cccaasports.org/sports/bsb/2018-19/players/ryanbarry6fdl,ryanbarry6fdl,Cosumnes River,2018-19,cosumnesriver,2019
25,Jorge Montoya,OF/1B,FR,https://www.cccaasports.org/sports/bsb/2018-19/players/jorgemontoyaed6t,jorgemontoyaed6t,Cosumnes River,2018-19,cosumnesriver,2019
2,JD Mico,INF,SO,https://www.cccaasports.org/sports/bsb/2018-19/players/jdmicoamrt,jdmicoamrt,Cosumnes River,2018-19,cosumnesriver,2019
40,Kyler Key,1B,FR,https://www.cccaasports.org/sports/bsb/2018-19/players/kylerkeyhjqh,kylerkeyhjqh,Cosumnes River,2018-19,cosumnesriver,2019
17,Nick McCormick,INF,FR,https://www.cccaasports.org/sports/bsb/2018-19/players/nickmccormickuxmb,nickmccormickuxmb,Cosumnes River,2018-19,cosumnesriver,2019
27,Brian Freitas,P,FR,https://www.cccaasports.org/sports/bsb/2018-19/players/brianfreitasprv3,brianfreitasprv3,Cosumnes River,2018-19,cosumnesriver,2019
5,Kyle Galart,UTIL,SO,https://www.cccaasports.org/sports/bsb/2018-19/players/kylegalartvw5i,kylegalartvw5i,Cosumnes River,2018-19,cosumnesriver,2019
35,Troy Davis,LHP,SO,https://www.cccaasports.org/sports/bsb/2018-19/players/troydaviswyqv,troydaviswyqv,Cosumnes River,2018-19,cosumnesriver,2019
30,Ethan Torres,P,FR,https://www.cccaasports.org/sports/bsb/2018-19/players/ethantorresrauf,ethantorresrauf,Cosumnes River,2018-19,cosumnesriver,2019
