No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
1,Cory McIntyre,OF,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/corymcintyre3rob,corymcintyre3rob,Feather River,2022-23,featherriver,2023
27,Ryan Blanchard,IF,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/ryanblanchard71io,ryanblanchard71io,Feather River,2022-23,featherriver,2023
2,Cooper Thacker,IF,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/cooperthackerhngk,cooperthackerhngk,Feather River,2022-23,featherriver,2023
3,Jared Stevenson,OF,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/jaredstevensonwjiq,jaredstevensonwjiq,Feather River,2022-23,featherriver,2023
30,Jordan Davis,OF,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/jordandavisb13q,jordandavisb13q,Feather River,2022-23,featherriver,2023
10,Eric Romero,OF,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/ericromerocjkr,ericromerocjkr,Feather River,2022-23,featherriver,2023
25,Reed Alexander,IF,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/reedalexander47xm,reedalexander47xm,Feather River,2022-23,featherriver,2023
5,Kobe Rolling,IF,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/koberollingfyid,koberollingfyid,Feather River,2022-23,featherriver,2023
8,Mack Higuchi,C,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/mackhiguchiky3l,mackhiguchiky3l,Feather River,2022-23,featherriver,2023
4,Jake Madson,IF,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/jakemadson6t4h,jakemadson6t4h,Feather River,2022-23,featherriver,2023
21,Koby Roberts,IF,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/kobyroberts4rr2,kobyroberts4rr2,Feather River,2022-23,featherriver,2023
9,Kaito Araki,OF,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/kaitoarakig4h9,kaitoarakig4h9,Feather River,2022-23,featherriver,2023
28,Caleb Waits,C,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/calebwaitsoqzz,calebwaitsoqzz,Feather River,2022-23,featherriver,2023
20,Carson Lydon,,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/carsonlydondr6l,carsonlydondr6l,Feather River,2022-23,featherriver,2023
6,Andrew Lehmann,IF,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/andrewlehmannoyeq,andrewlehmannoyeq,Feather River,2022-23,featherriver,2023
34,Abiel Gonzalez,IF,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/abielgonzalezxcud,abielgonzalezxcud,Feather River,2022-23,featherriver,2023
11,Ryan Kistle,OF,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/ryankistle9cvh,ryankistle9cvh,Feather River,2022-23,featherriver,2023
14,Gehrig Larrigan,C,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/gehriglarrigan7gd8,gehriglarrigan7gd8,Feather River,2022-23,featherriver,2023
22,Ian Hoslett,P,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/ianhoslettdsj6,ianhoslettdsj6,Feather River,2022-23,featherriver,2023
39,Wyatt Peters,OF,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/wyattpeterst4cc,wyattpeterst4cc,Feather River,2022-23,featherriver,2023
