No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
11,Ariel Adut,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/arieladut5kxn,arieladut5kxn,LA Valley,2012-13,lavalley,2013
5,Robert Gonzalez,3B/1B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/robertgonzalezrt5t,robertgonzalezrt5t,LA Valley,2012-13,lavalley,2013
14,Daniel Gomez,3B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/danielgomez1uvg,danielgomez1uvg,LA Valley,2012-13,lavalley,2013
6,Scott Stetson,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/scottstetsonkzrx,scottstetsonkzrx,LA Valley,2012-13,lavalley,2013
2,Stewart Alexander,SS/RHP,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/stewartalexander3jo6,stewartalexander3jo6,LA Valley,2012-13,lavalley,2013
9,Cameron Doran,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/camerondorancrdq,camerondorancrdq,LA Valley,2012-13,lavalley,2013
26,Caesar Patino,RHP/INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/caesarpatinoxc8v,caesarpatinoxc8v,LA Valley,2012-13,lavalley,2013
4,Steven Gorman,SS/2B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/stevengormang2ar,stevengormang2ar,LA Valley,2012-13,lavalley,2013
28,Edgar Valenzuela,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/edgarvalenzuelaacac,edgarvalenzuelaacac,LA Valley,2012-13,lavalley,2013
27,Andrew Saldana,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/andrewsaldanahg5c,andrewsaldanahg5c,LA Valley,2012-13,lavalley,2013
38,Jonathan Linares,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jonathanlinaresw5cs,jonathanlinaresw5cs,LA Valley,2012-13,lavalley,2013
24,Adian Connell,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/adianconnelleg3p,adianconnelleg3p,LA Valley,2012-13,lavalley,2013
25,Manny Granillo,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/mannygranillo2uu3,mannygranillo2uu3,LA Valley,2012-13,lavalley,2013
21,James Segura,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/jamessegurat48n,jamessegurat48n,LA Valley,2012-13,lavalley,2013
7,Michael Acosta,3B/1B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/michaelacostat6yc,michaelacostat6yc,LA Valley,2012-13,lavalley,2013
30,Jose Chaves,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/josechavessii8,josechavessii8,LA Valley,2012-13,lavalley,2013
32,Jerry Zaragoza,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jerryzaragoza1co7,jerryzaragoza1co7,LA Valley,2012-13,lavalley,2013
10,Mario Ceballos,SS/2B,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/marioceballos0qem,marioceballos0qem,LA Valley,2012-13,lavalley,2013
13,Madison Dang,RHP/INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/madisondangsgmh,madisondangsgmh,LA Valley,2012-13,lavalley,2013
31,Phillip Marquez,LHP,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/phillipmarquez88i5,phillipmarquez88i5,LA Valley,2012-13,lavalley,2013
20,Pedro Santoyo,LHP/1B,So,https://www.cccaasports.org/sports/bsb/2012-13/players/pedrosantoyoz6zl,pedrosantoyoz6zl,LA Valley,2012-13,lavalley,2013
