No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
29,Brent Cota,LHP/OF,So,https://www.cccaasports.org/sports/bsb/2021-22/players/brentcotafmra,brentcotafmra,Mt. San Antonio,2021-22,mtsanantonio,2022
40,Cristian Enriquez,LHP/1B,So,https://www.cccaasports.org/sports/bsb/2021-22/players/cristianenriquezu4ry,cristianenriquezu4ry,Mt. San Antonio,2021-22,mtsanantonio,2022
5,Elijah Pelayo,SS,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/elijahpelayoxsaw,elijahpelayoxsaw,Mt. San Antonio,2021-22,mtsanantonio,2022
31,Nin Burns II,OF,So,https://www.cccaasports.org/sports/bsb/2021-22/players/ninburnsiij6ql,ninburnsiij6ql,Mt. San Antonio,2021-22,mtsanantonio,2022
2,Will Bermudez,SS,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/willbermudezs3rj,willbermudezs3rj,Mt. San Antonio,2021-22,mtsanantonio,2022
1,Blake Borgogno,SS/3B,So,https://www.cccaasports.org/sports/bsb/2021-22/players/blakeborgognomfy1,blakeborgognomfy1,Mt. San Antonio,2021-22,mtsanantonio,2022
10,Art Ruiz,OF,So,https://www.cccaasports.org/sports/bsb/2021-22/players/artruizh53l,artruizh53l,Mt. San Antonio,2021-22,mtsanantonio,2022
11,CJ Ontiveros,C,So,https://www.cccaasports.org/sports/bsb/2021-22/players/cjontiveroskesr,cjontiveroskesr,Mt. San Antonio,2021-22,mtsanantonio,2022
21,Robbie Mansour,3B,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/robbiemansournmhh,robbiemansournmhh,Mt. San Antonio,2021-22,mtsanantonio,2022
3,Damien Delgadillo,2B,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/damiendelgadillo1kjk,damiendelgadillo1kjk,Mt. San Antonio,2021-22,mtsanantonio,2022
39,Alex Reynozo,SS/3B,So,https://www.cccaasports.org/sports/bsb/2021-22/players/alexreynozougg1,alexreynozougg1,Mt. San Antonio,2021-22,mtsanantonio,2022
6,Jacob Moreno,SS/2B,So,https://www.cccaasports.org/sports/bsb/2021-22/players/jacobmorenozchp,jacobmorenozchp,Mt. San Antonio,2021-22,mtsanantonio,2022
23,Jose Marquez,C,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/josemarquezfjtx,josemarquezfjtx,Mt. San Antonio,2021-22,mtsanantonio,2022
15,Michael Flores,LHP,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/michaelfloresz9zv,michaelfloresz9zv,Mt. San Antonio,2021-22,mtsanantonio,2022
35,Hector Almaraz,C,So,https://www.cccaasports.org/sports/bsb/2021-22/players/hectoralmarazhom5,hectoralmarazhom5,Mt. San Antonio,2021-22,mtsanantonio,2022
28,Travis Hobbensiefken,3B/SS,So,https://www.cccaasports.org/sports/bsb/2021-22/players/travishobbensiefkenzkgt,travishobbensiefkenzkgt,Mt. San Antonio,2021-22,mtsanantonio,2022
13,Logan Corthell,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/logancorthell2q3t,logancorthell2q3t,Mt. San Antonio,2021-22,mtsanantonio,2022
24,Mayson Baez,OF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/maysonbaezau4i,maysonbaezau4i,Mt. San Antonio,2021-22,mtsanantonio,2022
4,Alec Beck,IF,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/alecbeckiu7q,alecbeckiu7q,Mt. San Antonio,2021-22,mtsanantonio,2022
12,Nomar Caudillo,C,Fr,https://www.cccaasports.org/sports/bsb/2021-22/players/nomarcaudillow9tr,nomarcaudillow9tr,Mt. San Antonio,2021-22,mtsanantonio,2022
32,Trevor Caton,UTL,So,https://www.cccaasports.org/sports/bsb/2021-22/players/trevorcaton4eda,trevorcaton4eda,Mt. San Antonio,2021-22,mtsanantonio,2022
