No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
2,Austin Haller,,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/austinhallerva5k,austinhallerva5k,Santa Ana,2022-23,santaana,2023
15,Eddie Pelc,OF,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/eddiepelcyhih,eddiepelcyhih,Santa Ana,2022-23,santaana,2023
6,Mario Tostado,C,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/mariotostadofxn9,mariotostadofxn9,Santa Ana,2022-23,santaana,2023
9,Ryann Stock,OF,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/ryannstockaxdt,ryannstockaxdt,Santa Ana,2022-23,santaana,2023
20,Christian Thompson,OF,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/christianthompsonz9so,christianthompsonz9so,Santa Ana,2022-23,santaana,2023
24,Marc Schavone,,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/marcschavoneeoyd,marcschavoneeoyd,Santa Ana,2022-23,santaana,2023
28,Mikey Rocha,,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/mikeyrochaydyc,mikeyrochaydyc,Santa Ana,2022-23,santaana,2023
44,Sebastian McSherry,C,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/sebastianmcsherry7dv6,sebastianmcsherry7dv6,Santa Ana,2022-23,santaana,2023
7,Michael Poot,,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/michaelpoota1hb,michaelpoota1hb,Santa Ana,2022-23,santaana,2023
27,Jared Anderson,OF,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/jaredandersonxqnc,jaredandersonxqnc,Santa Ana,2022-23,santaana,2023
8,Matthew Dobson,,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/matthewdobsonfrjs,matthewdobsonfrjs,Santa Ana,2022-23,santaana,2023
3,Troy Kent,OF,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/troykentle79,troykentle79,Santa Ana,2022-23,santaana,2023
4,Jimmy De Anda,OF,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/jimmydeandawhlw,jimmydeandawhlw,Santa Ana,2022-23,santaana,2023
1,Thomas Williams,IF,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/thomaswilliamsa5b7,thomaswilliamsa5b7,Santa Ana,2022-23,santaana,2023
5,Daniel Garcia,,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/danielgarciakm1w,danielgarciakm1w,Santa Ana,2022-23,santaana,2023
18,Connor Dietsch,C,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/connordietschs3c6,connordietschs3c6,Santa Ana,2022-23,santaana,2023
13,Cesar Correa,OF,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/cesarcorreakyw8,cesarcorreakyw8,Santa Ana,2022-23,santaana,2023
10,Carson Case,RHP,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/carsoncasen9ij,carsoncasen9ij,Santa Ana,2022-23,santaana,2023
21,Brady Ashworth,RHP,So.,https://www.cccaasports.org/sports/bsb/2022-23/players/bradyashworthrrqr,bradyashworthrrqr,Santa Ana,2022-23,santaana,2023
23,Omar Fernandez,,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/omarfernandezjxcs,omarfernandezjxcs,Santa Ana,2022-23,santaana,2023
31,TK Parker,,Fr.,https://www.cccaasports.org/sports/bsb/2022-23/players/tkparkerm7wl,tkparkerm7wl,Santa Ana,2022-23,santaana,2023
