No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
2,Alex Sepulveda,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/alexsepulvedaacxd,alexsepulvedaacxd,LA Mission,2021-22,lamission,2022
6,Miguel Marin,IF,SO,https://www.cccaasports.org/sports/bsb/2021-22/players/miguelmarin9y59,miguelmarin9y59,LA Mission,2021-22,lamission,2022
27,Mauricio Guardado,C,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/mauricioguardado0op2,mauricioguardado0op2,LA Mission,2021-22,lamission,2022
15,Christos Stefanos,C,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/christosstefanos9z2x,christosstefanos9z2x,LA Mission,2021-22,lamission,2022
33,Daniel Martinez,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/danielmartinezcat1,danielmartinezcat1,LA Mission,2021-22,lamission,2022
11,Rodrigo Garcia,1B,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/rodrigogarciadpxd,rodrigogarciadpxd,LA Mission,2021-22,lamission,2022
12,Kevin Olmos,3B,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/kevinolmoszroo,kevinolmoszroo,LA Mission,2021-22,lamission,2022
19,Gabino Lopez,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/gabinolopezw4lb,gabinolopezw4lb,LA Mission,2021-22,lamission,2022
5,Juan Mora,IF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/juanmoraz9me,juanmoraz9me,LA Mission,2021-22,lamission,2022
45,Devin Leclair,1B,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/devinleclairbebl,devinleclairbebl,LA Mission,2021-22,lamission,2022
55,Dylan Daszek,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/dylandaszekskdc,dylandaszekskdc,LA Mission,2021-22,lamission,2022
23,Matthew Tabanera,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/matthewtabaneraudaw,matthewtabaneraudaw,LA Mission,2021-22,lamission,2022
20,Justin Nunez,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/justinnuneznlvw,justinnuneznlvw,LA Mission,2021-22,lamission,2022
26,Aiden Sandoval,IF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/aidensandoval5z81,aidensandoval5z81,LA Mission,2021-22,lamission,2022
10,Tyler Marty,IF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/tylermartyhzfz,tylermartyhzfz,LA Mission,2021-22,lamission,2022
59,Charles Wick,1B,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/charleswickc1pw,charleswickc1pw,LA Mission,2021-22,lamission,2022
22,Felix Rodriguez,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/felixrodriguezsms7,felixrodriguezsms7,LA Mission,2021-22,lamission,2022
31,Jose Pacheco,C,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/josepachecotvuk,josepachecotvuk,LA Mission,2021-22,lamission,2022
30,Enrique Espinoza,P,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/enriqueespinozasxu8,enriqueespinozasxu8,LA Mission,2021-22,lamission,2022
