No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
10,Travis Aversa,2B,So,https://www.cccaasports.org/sports/bsb/2018-19/players/travisaversahyxh,travisaversahyxh,Long Beach,2018-19,longbeach,2019
3,Raul Gonzalez,INF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/raulgonzalezjccq,raulgonzalezjccq,Long Beach,2018-19,longbeach,2019
9,Mark Stanford,3B/1B,So,https://www.cccaasports.org/sports/bsb/2018-19/players/markstanford7n83,markstanford7n83,Long Beach,2018-19,longbeach,2019
22,Chris Rubottom,INF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/chrisrubottompgqf,chrisrubottompgqf,Long Beach,2018-19,longbeach,2019
13,Brett Wells,C,So,https://www.cccaasports.org/sports/bsb/2018-19/players/brettwellsd4cu,brettwellsd4cu,Long Beach,2018-19,longbeach,2019
28,David Balboa,C/1B,So,https://www.cccaasports.org/sports/bsb/2018-19/players/davidbalboaneto,davidbalboaneto,Long Beach,2018-19,longbeach,2019
27,Zach Rivas,1B/OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/zachrivasuke5,zachrivasuke5,Long Beach,2018-19,longbeach,2019
30,Robert Barham,C,So,https://www.cccaasports.org/sports/bsb/2018-19/players/robertbarham7osr,robertbarham7osr,Long Beach,2018-19,longbeach,2019
20,Andrew Schmitt,OF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/andrewschmittifho,andrewschmittifho,Long Beach,2018-19,longbeach,2019
11,Carter White,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/carterwhitex38e,carterwhitex38e,Long Beach,2018-19,longbeach,2019
7,Rafeeq Rahim,OF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/rafeeqrahimna1i,rafeeqrahimna1i,Long Beach,2018-19,longbeach,2019
24,Noel Soto,P/INF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/noelsoto2kiu,noelsoto2kiu,Long Beach,2018-19,longbeach,2019
23,Lucas Gonzalez,INF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/lucasgonzalezbkd0,lucasgonzalezbkd0,Long Beach,2018-19,longbeach,2019
1,Tyler Vargas,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/tylervargasva41,tylervargasva41,Long Beach,2018-19,longbeach,2019
4,Ryan Guerero,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/ryanguerero1hu3,ryanguerero1hu3,Long Beach,2018-19,longbeach,2019
36,Jake Creamer,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/jakecreameriwz7,jakecreameriwz7,Long Beach,2018-19,longbeach,2019
6,Andrew Mugica,C,So,https://www.cccaasports.org/sports/bsb/2018-19/players/andrewmugicaklit,andrewmugicaklit,Long Beach,2018-19,longbeach,2019
29,Sammy Osuna,1B,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/sammyosunaxg6p,sammyosunaxg6p,Long Beach,2018-19,longbeach,2019
