No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
7,Dominic Campeau,C,So,https://www.cccaasports.org/sports/bsb/2017-18/players/dominiccampeau1h94,dominiccampeau1h94,Cypress,2017-18,cypress,2018
1,Jesse Lopez,OF,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/jesselopez0muv,jesselopez0muv,Cypress,2017-18,cypress,2018
21,Aaron Simpson,OF,So,https://www.cccaasports.org/sports/bsb/2017-18/players/aaronsimpsonwval,aaronsimpsonwval,Cypress,2017-18,cypress,2018
25,Aaron Lizarraga,INF,So,https://www.cccaasports.org/sports/bsb/2017-18/players/aaronlizarragaaxp6,aaronlizarragaaxp6,Cypress,2017-18,cypress,2018
31,Jack Gardner,C,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/jackgardnervjgr,jackgardnervjgr,Cypress,2017-18,cypress,2018
11,Greg Lamb,INF/RHP,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/greglamba4f4,greglamba4f4,Cypress,2017-18,cypress,2018
4,Eric Chavarria,RHP/INF,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/ericchavarriaqjvi,ericchavarriaqjvi,Cypress,2017-18,cypress,2018
9,Pierson Loska,1B,So,https://www.cccaasports.org/sports/bsb/2017-18/players/piersonloska20vr,piersonloska20vr,Cypress,2017-18,cypress,2018
5,Eric Bigani,C,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/ericbigani3vly,ericbigani3vly,Cypress,2017-18,cypress,2018
8,Aaron Halpert,INF,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/aaronhalpertsxhg,aaronhalpertsxhg,Cypress,2017-18,cypress,2018
27,Elias Ledesma,OF,So,https://www.cccaasports.org/sports/bsb/2017-18/players/eliasledesmaftsv,eliasledesmaftsv,Cypress,2017-18,cypress,2018
12,Gilly Rodriguez,INF,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/gillyrodriguezbd0x,gillyrodriguezbd0x,Cypress,2017-18,cypress,2018
6,Trevor Fonseca,OF,So,https://www.cccaasports.org/sports/bsb/2017-18/players/trevorfonsecamozs,trevorfonsecamozs,Cypress,2017-18,cypress,2018
2,Griffin Hennessey,INF,So,https://www.cccaasports.org/sports/bsb/2017-18/players/griffinhennesseyqb0j,griffinhennesseyqb0j,Cypress,2017-18,cypress,2018
29,Ryan Roberson-McCanless,OF,So,https://www.cccaasports.org/sports/bsb/2017-18/players/ryanrobersonmccanlesst83s,ryanrobersonmccanlesst83s,Cypress,2017-18,cypress,2018
49,Nathan Cozza,C,Fr,https://www.cccaasports.org/sports/bsb/2017-18/players/nathancozzayuap,nathancozzayuap,Cypress,2017-18,cypress,2018
