No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
3,Dominic Giuffre,OF,So,https://www.cccaasports.org/sports/bsb/2022-23/players/dominicgiuffreg75m,dominicgiuffreg75m,Cabrillo,2022-23,cabrillo,2023
5,Nick Thomson,INF,Fr,https://www.cccaasports.org/sports/bsb/2022-23/players/nickthomsonizgb,nickthomsonizgb,Cabrillo,2022-23,cabrillo,2023
25,Kawana Soares,C,So,https://www.cccaasports.org/sports/bsb/2022-23/players/kawanasoaresm9ch,kawanasoaresm9ch,Cabrillo,2022-23,cabrillo,2023
2,Rees Hall,IF,So,https://www.cccaasports.org/sports/bsb/2022-23/players/reeshalldwj0,reeshalldwj0,Cabrillo,2022-23,cabrillo,2023
11,Bobby Cobine,OF,So,https://www.cccaasports.org/sports/bsb/2022-23/players/bobbycobinetpb0,bobbycobinetpb0,Cabrillo,2022-23,cabrillo,2023
10,Seita Shiratori,INF,Fr,https://www.cccaasports.org/sports/bsb/2022-23/players/seitashiratoriyqrq,seitashiratoriyqrq,Cabrillo,2022-23,cabrillo,2023
1,Lucas Rexin,OF,So,https://www.cccaasports.org/sports/bsb/2022-23/players/lucasrexinhmk8,lucasrexinhmk8,Cabrillo,2022-23,cabrillo,2023
18,Matt Morrison,C,Fr,https://www.cccaasports.org/sports/bsb/2022-23/players/mattmorrison8fxv,mattmorrison8fxv,Cabrillo,2022-23,cabrillo,2023
24,Jackson Gifford,OF,So,https://www.cccaasports.org/sports/bsb/2022-23/players/jacksongifford0jzn,jacksongifford0jzn,Cabrillo,2022-23,cabrillo,2023
21,Matt Lawton,INF,Fr,https://www.cccaasports.org/sports/bsb/2022-23/players/mattlawtonse7u,mattlawtonse7u,Cabrillo,2022-23,cabrillo,2023
7,Jonah Bachiu,INF,So,https://www.cccaasports.org/sports/bsb/2022-23/players/jonahbachiu4q13,jonahbachiu4q13,Cabrillo,2022-23,cabrillo,2023
14,Kobe Morgan,OF,So,https://www.cccaasports.org/sports/bsb/2022-23/players/kobemorganzv9h,kobemorganzv9h,Cabrillo,2022-23,cabrillo,2023
37,Lucas Barnes,INF,Fr,https://www.cccaasports.org/sports/bsb/2022-23/players/lucasbarnesxde4,lucasbarnesxde4,Cabrillo,2022-23,cabrillo,2023
22,Ethan Neuner,RHP,Fr,https://www.cccaasports.org/sports/bsb/2022-23/players/ethanneuner7nhz,ethanneuner7nhz,Cabrillo,2022-23,cabrillo,2023
13,Kai Price,RHP,Fr,https://www.cccaasports.org/sports/bsb/2022-23/players/kaiprice9b3x,kaiprice9b3x,Cabrillo,2022-23,cabrillo,2023
28,Connor Spangrud,INF,Fr,https://www.cccaasports.org/sports/bsb/2022-23/players/connorspangrudmv70,connorspangrudmv70,Cabrillo,2022-23,cabrillo,2023
