No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
7,Dillan Smith,OF/INF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/dillansmith1xfu,dillansmith1xfu,Palomar,2013-14,palomar,2014
23,Dennis Morton,INF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/dennismortonfkcm,dennismortonfkcm,Palomar,2013-14,palomar,2014
33,Francis Christy,C,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/francischristyvuan,francischristyvuan,Palomar,2013-14,palomar,2014
1,Matt Matlock,,SO,https://www.cccaasports.org/sports/bsb/2013-14/players/mattmatlockb1h3,mattmatlockb1h3,Palomar,2013-14,palomar,2014
34,Anthony Fernandez,OF/1B,So,https://www.cccaasports.org/sports/bsb/2013-14/players/anthonyfernandezweub,anthonyfernandezweub,Palomar,2013-14,palomar,2014
3,Chris Stratton,IF,FR,https://www.cccaasports.org/sports/bsb/2013-14/players/chrisstrattonjpxu,chrisstrattonjpxu,Palomar,2013-14,palomar,2014
11,Jared Hunt,INF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/jaredhunto8eu,jaredhunto8eu,Palomar,2013-14,palomar,2014
36,Anthony Balderas,1B/RHP,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/anthonybalderasxcsr,anthonybalderasxcsr,Palomar,2013-14,palomar,2014
18,Eric Sapp,INF/OF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/ericsappcvn3,ericsappcvn3,Palomar,2013-14,palomar,2014
16,Alec Salcedo,OF,FR,https://www.cccaasports.org/sports/bsb/2013-14/players/alecsalcedozut8,alecsalcedozut8,Palomar,2013-14,palomar,2014
24,Aaron Blackwell,IF,FR,https://www.cccaasports.org/sports/bsb/2013-14/players/aaronblackwell8rwa,aaronblackwell8rwa,Palomar,2013-14,palomar,2014
21,Nolan Barraza,3B,So,https://www.cccaasports.org/sports/bsb/2013-14/players/nolanbarrazac9cb,nolanbarrazac9cb,Palomar,2013-14,palomar,2014
15,Vince Mori,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/vincemorivte5,vincemorivte5,Palomar,2013-14,palomar,2014
28,Bubba Craig,C,SO,https://www.cccaasports.org/sports/bsb/2013-14/players/bubbacraignoys,bubbacraignoys,Palomar,2013-14,palomar,2014
20,Zach Bonneau,C,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/zachbonneau2g58,zachbonneau2g58,Palomar,2013-14,palomar,2014
2,Nathan Mann,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/nathanmannm8au,nathanmannm8au,Palomar,2013-14,palomar,2014
37,Graham Gomez,OF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/grahamgomez4466,grahamgomez4466,Palomar,2013-14,palomar,2014
26,Dakota Thompson,C,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/dakotathompsontm85,dakotathompsontm85,Palomar,2013-14,palomar,2014
