No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
5,NICK PIRAINO,INF,So,https://www.cccaasports.org/sports/bsb/2014-15/players/nickpirainookv6,nickpirainookv6,Rio Hondo,2014-15,riohondo,2015
20,STEVE ANDRADE,INF,So,https://www.cccaasports.org/sports/bsb/2014-15/players/steveandradegguw,steveandradegguw,Rio Hondo,2014-15,riohondo,2015
44,RYAN VIRAMONTES,INF,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/ryanviramonteskwn1,ryanviramonteskwn1,Rio Hondo,2014-15,riohondo,2015
27,ANTONIO RUIZ,OF/RHP,So,https://www.cccaasports.org/sports/bsb/2014-15/players/antonioruiz7ql1,antonioruiz7ql1,Rio Hondo,2014-15,riohondo,2015
6,MAURICIO GUADARRAMA,INF,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/mauricioguadarramab0fw,mauricioguadarramab0fw,Rio Hondo,2014-15,riohondo,2015
00,NICK CARINO,INF,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/nickcarinodnae,nickcarinodnae,Rio Hondo,2014-15,riohondo,2015
11,KORY BROWN,C,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/korybrownjwe1,korybrownjwe1,Rio Hondo,2014-15,riohondo,2015
1,RAY GONZALEZ,INF,So,https://www.cccaasports.org/sports/bsb/2014-15/players/raygonzalezqulb,raygonzalezqulb,Rio Hondo,2014-15,riohondo,2015
2,JACOB GRIJALVA,OF,So,https://www.cccaasports.org/sports/bsb/2014-15/players/jacobgrijalvaiqdw,jacobgrijalvaiqdw,Rio Hondo,2014-15,riohondo,2015
25,ANDREW PIRAINO,RHP/C,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/andrewpirainoxw5k,andrewpirainoxw5k,Rio Hondo,2014-15,riohondo,2015
23,ALEX LABOR,OF,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/alexlaborx6o2,alexlaborx6o2,Rio Hondo,2014-15,riohondo,2015
15,DAVID MARQUEZ,C,So,https://www.cccaasports.org/sports/bsb/2014-15/players/davidmarquezw2v3,davidmarquezw2v3,Rio Hondo,2014-15,riohondo,2015
14,ALEX CASILLAS,RHP/OF,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/alexcasillasupp9,alexcasillasupp9,Rio Hondo,2014-15,riohondo,2015
16,RYAN GARCIA,OF,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/ryangarcia6tct,ryangarcia6tct,Rio Hondo,2014-15,riohondo,2015
39,MATT MUNOZ,1B,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/mattmunozj05z,mattmunozj05z,Rio Hondo,2014-15,riohondo,2015
41,ANTHONY ROLLER,1B,Fr,https://www.cccaasports.org/sports/bsb/2014-15/players/anthonyroller0lhy,anthonyroller0lhy,Rio Hondo,2014-15,riohondo,2015
