No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
33,Cole Coffey,INF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/colecoffeycdjh,colecoffeycdjh,Chabot,2018-19,chabot,2019
8,Manny Garcia,INF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/mannygarciak5nl,mannygarciak5nl,Chabot,2018-19,chabot,2019
3,Gerald Nervis,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/geraldnervisysp3,geraldnervisysp3,Chabot,2018-19,chabot,2019
2,Jake Simons,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/jakesimons1i6v,jakesimons1i6v,Chabot,2018-19,chabot,2019
1,Trevor Contier,OF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/trevorcontierxl71,trevorcontierxl71,Chabot,2018-19,chabot,2019
12,Russell Stevenson,C,So,https://www.cccaasports.org/sports/bsb/2018-19/players/russellstevensondjza,russellstevensondjza,Chabot,2018-19,chabot,2019
9,Caleb Millikan,INF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/calebmillikanlya9,calebmillikanlya9,Chabot,2018-19,chabot,2019
24,Dominic Guintoli,INF/P,So,https://www.cccaasports.org/sports/bsb/2018-19/players/dominicguintolibstn,dominicguintolibstn,Chabot,2018-19,chabot,2019
34,Tim Michael,INF/P,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/timmichaelb7dh,timmichaelb7dh,Chabot,2018-19,chabot,2019
5,Tim O'Dalaigh,OF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/timodalaighmdhq,timodalaighmdhq,Chabot,2018-19,chabot,2019
10,Noah Stewart,INF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/noahstewart6l2v,noahstewart6l2v,Chabot,2018-19,chabot,2019
25,Josh Campuzano,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/joshcampuzanossz6,joshcampuzanossz6,Chabot,2018-19,chabot,2019
7,Jake Crittenden,C,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/jakecrittendenfmws,jakecrittendenfmws,Chabot,2018-19,chabot,2019
11,Ricky Marquez,INF/P,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/rickymarquezglqk,rickymarquezglqk,Chabot,2018-19,chabot,2019
20,Keldon Hunter,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/keldonhunter37ar,keldonhunter37ar,Chabot,2018-19,chabot,2019
13,Adrian Padilla,INF/P,So,https://www.cccaasports.org/sports/bsb/2018-19/players/adrianpadillacv6l,adrianpadillacv6l,Chabot,2018-19,chabot,2019
15,Alex Perreira,C,So,https://www.cccaasports.org/sports/bsb/2018-19/players/alexperreirazybc,alexperreirazybc,Chabot,2018-19,chabot,2019
28,OJ Ahie,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/ojahie4tgw,ojahie4tgw,Chabot,2018-19,chabot,2019
23,Diego Chaidez,INF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/diegochaidez6t9s,diegochaidez6t9s,Chabot,2018-19,chabot,2019
