No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
1,Julian Nunez,SS,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/juliannunez7uun,juliannunez7uun,San Diego City,2021-22,sandiegocity,2022
8,Conner Stewart,C,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/connerstewartuft8,connerstewartuft8,San Diego City,2021-22,sandiegocity,2022
30,Justin Kerby,1B,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/justinkerbyzyyz,justinkerbyzyyz,San Diego City,2021-22,sandiegocity,2022
5,C.J. Brown,2B,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/cjbrowne8ea,cjbrowne8ea,San Diego City,2021-22,sandiegocity,2022
16,Jackson Huntley,C,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/jacksonhuntley3rz6,jacksonhuntley3rz6,San Diego City,2021-22,sandiegocity,2022
0,Randy Lopez-Acosta,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/randylopezacosta9yun,randylopezacosta9yun,San Diego City,2021-22,sandiegocity,2022
14,Gabriel Jones,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/gabrieljonesvti7,gabrieljonesvti7,San Diego City,2021-22,sandiegocity,2022
7,James Teets,C,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/jamesteetsv22c,jamesteetsv22c,San Diego City,2021-22,sandiegocity,2022
17,Drew Lazor,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/drewlazor26ed,drewlazor26ed,San Diego City,2021-22,sandiegocity,2022
25,Vito Fowler,C,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/vitofowlerarj7,vitofowlerarj7,San Diego City,2021-22,sandiegocity,2022
9,Edgar Padilla,3B,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/edgarpadillan7st,edgarpadillan7st,San Diego City,2021-22,sandiegocity,2022
27,Nickolas Kalafut,RHP,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/nickolaskalafutal73,nickolaskalafutal73,San Diego City,2021-22,sandiegocity,2022
37,Cruz Mujica,,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/cruzmujicagzvs,cruzmujicagzvs,San Diego City,2021-22,sandiegocity,2022
22,Payton Caviar,C,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/paytoncaviar7rwy,paytoncaviar7rwy,San Diego City,2021-22,sandiegocity,2022
39,Robert Lopez,1B,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/robertlopezp62g,robertlopezp62g,San Diego City,2021-22,sandiegocity,2022
4,Andre Petties-Wilson,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/andrepettieswilsonah7t,andrepettieswilsonah7t,San Diego City,2021-22,sandiegocity,2022
18,Joshua Loving,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/joshualoving85cp,joshualoving85cp,San Diego City,2021-22,sandiegocity,2022
6,Aldo Canado,SS,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/aldocanadokj10,aldocanadokj10,San Diego City,2021-22,sandiegocity,2022
36,Derrick Wiley,OF,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/derrickwileyay0k,derrickwileyay0k,San Diego City,2021-22,sandiegocity,2022
21,Nolan Kubilus,RHP,FR,https://www.cccaasports.org/sports/bsb/2021-22/players/nolankubilus3dd8,nolankubilus3dd8,San Diego City,2021-22,sandiegocity,2022
