No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
24,Jake Gagain,C,So,https://www.cccaasports.org/sports/bsb/2015-16/players/jakegagaindj60,jakegagaindj60,Santa Barbara,2015-16,santabarbara,2016
4,Chris Smutny,INF,So,https://www.cccaasports.org/sports/bsb/2015-16/players/chrissmutny85u1,chrissmutny85u1,Santa Barbara,2015-16,santabarbara,2016
25,Nicolas Bereaud,INF,So,https://www.cccaasports.org/sports/bsb/2015-16/players/nicolasbereaudep6u,nicolasbereaudep6u,Santa Barbara,2015-16,santabarbara,2016
29,Connor Clark,1B,So,https://www.cccaasports.org/sports/bsb/2015-16/players/connorclarkcuqv,connorclarkcuqv,Santa Barbara,2015-16,santabarbara,2016
7,Wesley Ghan-Gibson,INF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/wesleyghangibsonjnet,wesleyghangibsonjnet,Santa Barbara,2015-16,santabarbara,2016
2,Nicholas Allman,OF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/nicholasallmanj4hw,nicholasallmanj4hw,Santa Barbara,2015-16,santabarbara,2016
5,Michael Montpas,INF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/michaelmontpasqvwf,michaelmontpasqvwf,Santa Barbara,2015-16,santabarbara,2016
8,Andrew Cosgrove,C,So,https://www.cccaasports.org/sports/bsb/2015-16/players/andrewcosgrovefq3x,andrewcosgrovefq3x,Santa Barbara,2015-16,santabarbara,2016
28,Tyler Rosen,OF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/tylerrosenmcip,tylerrosenmcip,Santa Barbara,2015-16,santabarbara,2016
13,Alex Heim,INF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/alexheimw3g8,alexheimw3g8,Santa Barbara,2015-16,santabarbara,2016
3,Morgan Lomax,OF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/morganlomax9vz5,morganlomax9vz5,Santa Barbara,2015-16,santabarbara,2016
33,Andrew Schatz,C,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/andrewschatzhnm1,andrewschatzhnm1,Santa Barbara,2015-16,santabarbara,2016
15,Jeffrey Clarke,UTL,So,https://www.cccaasports.org/sports/bsb/2015-16/players/jeffreyclarkeefsq,jeffreyclarkeefsq,Santa Barbara,2015-16,santabarbara,2016
12,Tynan Holmstrom,INF,So,https://www.cccaasports.org/sports/bsb/2015-16/players/tynanholmstromaxbt,tynanholmstromaxbt,Santa Barbara,2015-16,santabarbara,2016
9,Benjamin Barth,OF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/benjaminbarthfezi,benjaminbarthfezi,Santa Barbara,2015-16,santabarbara,2016
30,Collin Gairing,OF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/collingairingrjj5,collingairingrjj5,Santa Barbara,2015-16,santabarbara,2016
20,Jackson Wittwer,UTL,So,https://www.cccaasports.org/sports/bsb/2015-16/players/jacksonwittwerl8fc,jacksonwittwerl8fc,Santa Barbara,2015-16,santabarbara,2016
31,Ethan Cohen,OF,So,https://www.cccaasports.org/sports/bsb/2015-16/players/ethancohenk77c,ethancohenk77c,Santa Barbara,2015-16,santabarbara,2016
38,Kevin Stein,C,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/kevinsteinvg64,kevinsteinvg64,Santa Barbara,2015-16,santabarbara,2016
39,Spencer Lipkin,OF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/spencerlipkinro5t,spencerlipkinro5t,Santa Barbara,2015-16,santabarbara,2016
