No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
9,Anthony Canjura,INF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/anthonycanjuragdcj,anthonycanjuragdcj,LA Harbor,2013-14,laharbor,2014
19,Jordan Espino,INF/P,So,https://www.cccaasports.org/sports/bsb/2013-14/players/jordanespinokcex,jordanespinokcex,LA Harbor,2013-14,laharbor,2014
17,Miguel Castaneda,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/miguelcastaneda6n0e,miguelcastaneda6n0e,LA Harbor,2013-14,laharbor,2014
10,Danny Taylor,OF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/dannytaylorka0r,dannytaylorka0r,LA Harbor,2013-14,laharbor,2014
97,Kyle Ulanday,INF/P,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/kyleulanday2i9l,kyleulanday2i9l,LA Harbor,2013-14,laharbor,2014
21,Eduardo Frayre,OF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/eduardofrayrew13n,eduardofrayrew13n,LA Harbor,2013-14,laharbor,2014
5,Ricardo Perez,OF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/ricardoperezirbv,ricardoperezirbv,LA Harbor,2013-14,laharbor,2014
40,Richard Samudio,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/richardsamudio3sc7,richardsamudio3sc7,LA Harbor,2013-14,laharbor,2014
15,Tim Martin,INF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/timmartin542g,timmartin542g,LA Harbor,2013-14,laharbor,2014
28,German Vasquez,C,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/germanvasquez6xb4,germanvasquez6xb4,LA Harbor,2013-14,laharbor,2014
18,Nycholas Bongiovanni,OF,So,https://www.cccaasports.org/sports/bsb/2013-14/players/nycholasbongiovannios25,nycholasbongiovannios25,LA Harbor,2013-14,laharbor,2014
3,Greg Carter,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/gregcarterfud7,gregcarterfud7,LA Harbor,2013-14,laharbor,2014
4,Nicholas Padovan,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/nicholaspadovan7gw5,nicholaspadovan7gw5,LA Harbor,2013-14,laharbor,2014
16,Konnor Provin,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/konnorprovin9zkv,konnorprovin9zkv,LA Harbor,2013-14,laharbor,2014
31,Tyler Vaughn,OF/P,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/tylervaughnd2f8,tylervaughnd2f8,LA Harbor,2013-14,laharbor,2014
33,Eduardo Villegas,C,So,https://www.cccaasports.org/sports/bsb/2013-14/players/eduardovillegas1q9e,eduardovillegas1q9e,LA Harbor,2013-14,laharbor,2014
26,Phillip Berman,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/phillipbermand1g3,phillipbermand1g3,LA Harbor,2013-14,laharbor,2014
36,Justin Licea,OF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/justinlicea0nwt,justinlicea0nwt,LA Harbor,2013-14,laharbor,2014
30,John Iacono,INF,Fr,https://www.cccaasports.org/sports/bsb/2013-14/players/johniaconoe3n4,johniaconoe3n4,LA Harbor,2013-14,laharbor,2014
