No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
8,Leighton DeMello,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/leightondemellokh7f,leightondemellokh7f,Moorpark,2019-20,moorpark,2020
2,Albert Prado,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/albertpradoo7tk,albertpradoo7tk,Moorpark,2019-20,moorpark,2020
27,Alex Vega,INF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/alexvegahnfe,alexvegahnfe,Moorpark,2019-20,moorpark,2020
19,Cameron Kinsner,INF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/cameronkinsneryc0p,cameronkinsneryc0p,Moorpark,2019-20,moorpark,2020
10,Trent Packard,C/INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/trentpackardlk8b,trentpackardlk8b,Moorpark,2019-20,moorpark,2020
5,Patrick Valdez,INF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/patrickvaldez270e,patrickvaldez270e,Moorpark,2019-20,moorpark,2020
22,Dylan Leek,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/dylanleek6pia,dylanleek6pia,Moorpark,2019-20,moorpark,2020
24,Spencer Perry,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/spencerperrys1hl,spencerperrys1hl,Moorpark,2019-20,moorpark,2020
14,Dylan Swanson,LHP/OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/dylanswanson2pvd,dylanswanson2pvd,Moorpark,2019-20,moorpark,2020
25,Noah Gonzalez,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/noahgonzalez74ot,noahgonzalez74ot,Moorpark,2019-20,moorpark,2020
11,Nick Woodall,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/nickwoodally061,nickwoodally061,Moorpark,2019-20,moorpark,2020
33,Daniel Jagard,LHP/OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/danieljagard142s,danieljagard142s,Moorpark,2019-20,moorpark,2020
40,Dylan Kramer,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/dylankramerp7r0,dylankramerp7r0,Moorpark,2019-20,moorpark,2020
20,Kekona Naipo-Arsiga,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/kekonanaipoarsiga0dw7,kekonanaipoarsiga0dw7,Moorpark,2019-20,moorpark,2020
28,Trevor Sieger,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/trevorsiegerjfkt,trevorsiegerjfkt,Moorpark,2019-20,moorpark,2020
31,Robert Rehman,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/robertrehmanub99,robertrehmanub99,Moorpark,2019-20,moorpark,2020
15,Sam Cuilty,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/samcuilty19cy,samcuilty19cy,Moorpark,2019-20,moorpark,2020
