No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
2,Derek Bogh,,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/derekbogh3evk,derekbogh3evk,San Bernardino Valley,2018-19,sanbernardinovalley,2019
8,Ethan Anderegg,IF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/ethananderegg6cwq,ethananderegg6cwq,San Bernardino Valley,2018-19,sanbernardinovalley,2019
6,Gage Brandt,IF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/gagebrandt8oy3,gagebrandt8oy3,San Bernardino Valley,2018-19,sanbernardinovalley,2019
11,Jaden Burns,OF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/jadenburnst5b7,jadenburnst5b7,San Bernardino Valley,2018-19,sanbernardinovalley,2019
9,Patrick Perez,IF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/patrickperezknd9,patrickperezknd9,San Bernardino Valley,2018-19,sanbernardinovalley,2019
1,Edward Aldama,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/edwardaldamama7d,edwardaldamama7d,San Bernardino Valley,2018-19,sanbernardinovalley,2019
13,Jesse McGonigal,UT,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/jessemcgonigal372d,jessemcgonigal372d,San Bernardino Valley,2018-19,sanbernardinovalley,2019
27,Tyler Bardowell,IF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/tylerbardowellids0,tylerbardowellids0,San Bernardino Valley,2018-19,sanbernardinovalley,2019
28,Matthew Glover,OF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/matthewgloverxj4t,matthewgloverxj4t,San Bernardino Valley,2018-19,sanbernardinovalley,2019
18,Samuel Pulido,IF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/samuelpulidocfro,samuelpulidocfro,San Bernardino Valley,2018-19,sanbernardinovalley,2019
3,Peter Roldan,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/peterroldanvchy,peterroldanvchy,San Bernardino Valley,2018-19,sanbernardinovalley,2019
15,John McKee,C,So,https://www.cccaasports.org/sports/bsb/2018-19/players/johnmckeez7vi,johnmckeez7vi,San Bernardino Valley,2018-19,sanbernardinovalley,2019
22,Mason Smith,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/masonsmitho0v9,masonsmitho0v9,San Bernardino Valley,2018-19,sanbernardinovalley,2019
7,Matthew Garcia,IF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/matthewgarciasicg,matthewgarciasicg,San Bernardino Valley,2018-19,sanbernardinovalley,2019
34,Cody Milner,RHP,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/codymilnerc2rg,codymilnerc2rg,San Bernardino Valley,2018-19,sanbernardinovalley,2019
4,Avery Rivera,LHP,So,https://www.cccaasports.org/sports/bsb/2018-19/players/averyriveray6sc,averyriveray6sc,San Bernardino Valley,2018-19,sanbernardinovalley,2019
12,Dylan Borges,LHP,So,https://www.cccaasports.org/sports/bsb/2018-19/players/dylanborges2muo,dylanborges2muo,San Bernardino Valley,2018-19,sanbernardinovalley,2019
