No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
4,Jesse Holguin,INF,SO,https://www.cccaasports.org/sports/bsb/2020-21/players/jesseholguin1sw2,jesseholguin1sw2,Reedley,2020-21,reedley,2021
7,BJ Vela,INF,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/bjvela1uw3,bjvela1uw3,Reedley,2020-21,reedley,2021
9,Justin Tiger,IF,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/justintigerpayp,justintigerpayp,Reedley,2020-21,reedley,2021
8,Leo Arreguin,OF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/leoarreguinrwzx,leoarreguinrwzx,Reedley,2020-21,reedley,2021
31,Danny Gamez,C,SO,https://www.cccaasports.org/sports/bsb/2020-21/players/dannygameziyfe,dannygameziyfe,Reedley,2020-21,reedley,2021
34,Koby Kropf,C/UT,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/kobykropf1k3u,kobykropf1k3u,Reedley,2020-21,reedley,2021
40,Nilen Peoples,OF,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/nilenpeopleskh0g,nilenpeopleskh0g,Reedley,2020-21,reedley,2021
28,Jordan Smith,C,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/jordansmitherh6,jordansmitherh6,Reedley,2020-21,reedley,2021
14,Ryan Tiger,OF,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/ryantigerob7y,ryantigerob7y,Reedley,2020-21,reedley,2021
1,Tresten Bumatay,OF,SO,https://www.cccaasports.org/sports/bsb/2020-21/players/trestenbumatayb22a,trestenbumatayb22a,Reedley,2020-21,reedley,2021
15,AJ Hodgerney,OF,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/ajhodgerneyz67o,ajhodgerneyz67o,Reedley,2020-21,reedley,2021
24,Jake Renteria,OF,SO,https://www.cccaasports.org/sports/bsb/2020-21/players/jakerenteriaeewx,jakerenteriaeewx,Reedley,2020-21,reedley,2021
18,Marco Galaviz,INF,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/marcogalaviz27kj,marcogalaviz27kj,Reedley,2020-21,reedley,2021
25,Ryan Garza,INF/RHP,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/ryangarzajib3,ryangarzajib3,Reedley,2020-21,reedley,2021
3,Carson Evans,OF,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/carsonevans9ukm,carsonevans9ukm,Reedley,2020-21,reedley,2021
11,Alex Ortiz,INF,SO,https://www.cccaasports.org/sports/bsb/2020-21/players/alexortiz2wlr,alexortiz2wlr,Reedley,2020-21,reedley,2021
5,Steven Martinez,INF,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/stevenmartinezmusy,stevenmartinezmusy,Reedley,2020-21,reedley,2021
2,Cameron Magana,INF,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/cameronmaganays1i,cameronmaganays1i,Reedley,2020-21,reedley,2021
12,Isaiah Ochoa,INF,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/isaiahochoa53j5,isaiahochoa53j5,Reedley,2020-21,reedley,2021
33,Michael Gomez,1B/LHP,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/michaelgomez2c2d,michaelgomez2c2d,Reedley,2020-21,reedley,2021
16,Matt Esquer,OF,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/mattesquerbdis,mattesquerbdis,Reedley,2020-21,reedley,2021
6,Nate Ramos,IF,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/nateramosjrbs,nateramosjrbs,Reedley,2020-21,reedley,2021
13,Nathan Padilla,INF/RHP,FR,https://www.cccaasports.org/sports/bsb/2020-21/players/nathanpadillalt5l,nathanpadillalt5l,Reedley,2020-21,reedley,2021
