No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
2,Javier Garcia,SS,So,https://www.cccaasports.org/sports/bsb/2016-17/players/javiergarciabzno,javiergarciabzno,EC-Compton Center,2016-17,eccomptoncenter,2017
33,Allen Pacheco,1B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/allenpacheco2zsz,allenpacheco2zsz,EC-Compton Center,2016-17,eccomptoncenter,2017
25,Richard Samudio,1B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/richardsamudiofnrl,richardsamudiofnrl,EC-Compton Center,2016-17,eccomptoncenter,2017
7,Miguel Valles,2B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/miguelvalleswt4z,miguelvalleswt4z,EC-Compton Center,2016-17,eccomptoncenter,2017
1,Jorge Rivas,OF/IF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/jorgerivas9qgx,jorgerivas9qgx,EC-Compton Center,2016-17,eccomptoncenter,2017
31,Adrian Poot,1B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/adrianpootyfat,adrianpootyfat,EC-Compton Center,2016-17,eccomptoncenter,2017
4,Ivan Navarro,C,So,https://www.cccaasports.org/sports/bsb/2016-17/players/ivannavarrog0uj,ivannavarrog0uj,EC-Compton Center,2016-17,eccomptoncenter,2017
23,Julian Perez,3B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/julianperez05ra,julianperez05ra,EC-Compton Center,2016-17,eccomptoncenter,2017
22,Nicholas Guerra,3B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/nicholasguerraq1vg,nicholasguerraq1vg,EC-Compton Center,2016-17,eccomptoncenter,2017
10,Jamiel Robinson,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/jamielrobinsona37t,jamielrobinsona37t,EC-Compton Center,2016-17,eccomptoncenter,2017
3,Trinidad Romero,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/trinidadromeron28f,trinidadromeron28f,EC-Compton Center,2016-17,eccomptoncenter,2017
24,Kai Ho,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/kaiho2o5k,kaiho2o5k,EC-Compton Center,2016-17,eccomptoncenter,2017
9,Caleb Valentine,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/calebvalentine5cjf,calebvalentine5cjf,EC-Compton Center,2016-17,eccomptoncenter,2017
8,Ronnie Flores,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ronnieflores7lj4,ronnieflores7lj4,EC-Compton Center,2016-17,eccomptoncenter,2017
44,Rigo Cano,3B,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/rigocano10ly,rigocano10ly,EC-Compton Center,2016-17,eccomptoncenter,2017
14,Nick Cardona,SS,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/nickcardonaw4c1,nickcardonaw4c1,EC-Compton Center,2016-17,eccomptoncenter,2017
5,Jose Montalvo,SS,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/josemontalvoix28,josemontalvoix28,EC-Compton Center,2016-17,eccomptoncenter,2017
11,Dave Corona,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/davecoronaagjq,davecoronaagjq,EC-Compton Center,2016-17,eccomptoncenter,2017
