No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
4,Joey Parente,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/joeyparentepkbu,joeyparentepkbu,Fullerton,2016-17,fullerton,2017
8,Todd Yost,IF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/toddyostg5v2,toddyostg5v2,Fullerton,2016-17,fullerton,2017
9,John Zanze,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/johnzanzevkgp,johnzanzevkgp,Fullerton,2016-17,fullerton,2017
21,Chase Kerr,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/chasekerr71a6,chasekerr71a6,Fullerton,2016-17,fullerton,2017
2,Thomas Delgadillo,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/thomasdelgadillopoyi,thomasdelgadillopoyi,Fullerton,2016-17,fullerton,2017
11,Daniel Tuerffs,IF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/danieltuerffsvbqe,danieltuerffsvbqe,Fullerton,2016-17,fullerton,2017
13,Jake Anderson,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jakeandersonc8ce,jakeandersonc8ce,Fullerton,2016-17,fullerton,2017
12,Andrew Aguilar,SS,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/andrewaguilarwpuy,andrewaguilarwpuy,Fullerton,2016-17,fullerton,2017
28,Tate Brock,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/tatebrockeadw,tatebrockeadw,Fullerton,2016-17,fullerton,2017
24,Ryan Aguirre,2B,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ryanaguirreazvp,ryanaguirreazvp,Fullerton,2016-17,fullerton,2017
18,Austin Case,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/austincaseul3b,austincaseul3b,Fullerton,2016-17,fullerton,2017
17,Aaron Lizarraga,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/aaronlizarraga51na,aaronlizarraga51na,Fullerton,2016-17,fullerton,2017
36,Jesse Hayes,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jessehayesopyq,jessehayesopyq,Fullerton,2016-17,fullerton,2017
34,Grant Woodward,1B,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/grantwoodwardqxjs,grantwoodwardqxjs,Fullerton,2016-17,fullerton,2017
16,Ben Robison,C,So,https://www.cccaasports.org/sports/bsb/2016-17/players/benrobisonkzim,benrobisonkzim,Fullerton,2016-17,fullerton,2017
27,Jacob Manzur,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jacobmanzur9m4r,jacobmanzur9m4r,Fullerton,2016-17,fullerton,2017
6,Trey Carter,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/treycarterm2na,treycarterm2na,Fullerton,2016-17,fullerton,2017
35,Carter Kimberly,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/carterkimberlyzpmc,carterkimberlyzpmc,Fullerton,2016-17,fullerton,2017
37,Roberto Jaime,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/robertojaimequ4s,robertojaimequ4s,Fullerton,2016-17,fullerton,2017
10,Kevin Foley,3B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/kevinfoleygnlu,kevinfoleygnlu,Fullerton,2016-17,fullerton,2017
33,Eric Calderas,3B,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ericcalderaskcig,ericcalderaskcig,Fullerton,2016-17,fullerton,2017
32,Chandler Weisz,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/chandlerweiszocv2,chandlerweiszocv2,Fullerton,2016-17,fullerton,2017
