No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
2,Connor Caspersen,IF/OF,So.,https://www.cccaasports.org/sports/bsb/2016-17/players/connorcaspersenjwfg,connorcaspersenjwfg,Mission,2016-17,mission,2017
24,Joey Medeiros,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/joeymedeiroshn1j,joeymedeiroshn1j,Mission,2016-17,mission,2017
34,Jake Ackerman,C/RHP,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/jakeackerman6nlt,jakeackerman6nlt,Mission,2016-17,mission,2017
32,Mike Bowes,OF,So.,https://www.cccaasports.org/sports/bsb/2016-17/players/mikebowesqwci,mikebowesqwci,Mission,2016-17,mission,2017
8,Tyler Barry,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/tylerbarryd6oy,tylerbarryd6oy,Mission,2016-17,mission,2017
3,Richie Rios,IF,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/richieriosop5l,richieriosop5l,Mission,2016-17,mission,2017
7,Jake Martinez,IF/C,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/jakemartinez3cf9,jakemartinez3cf9,Mission,2016-17,mission,2017
33,Greg Hubbell,RHP/IF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/greghubbella5hp,greghubbella5hp,Mission,2016-17,mission,2017
25,Daniel Speciale,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/danielspeciale5gyd,danielspeciale5gyd,Mission,2016-17,mission,2017
28,Blake Billinger,1B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/blakebillingertnux,blakebillingertnux,Mission,2016-17,mission,2017
5,Jordan Fernandez,C,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/jordanfernandezwz8b,jordanfernandezwz8b,Mission,2016-17,mission,2017
22,Tyler Deason,INF/P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/tylerdeasonol74,tylerdeasonol74,Mission,2016-17,mission,2017
6,Connor Knapp,IF,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/connorknappo8rn,connorknappo8rn,Mission,2016-17,mission,2017
27,Jordan Leffler,OF/LHP,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/jordanleffler82zz,jordanleffler82zz,Mission,2016-17,mission,2017
11,Brandon Marquez,OF,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/brandonmarquezbcqo,brandonmarquezbcqo,Mission,2016-17,mission,2017
12,Ryan Gault,IF/OF,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/ryangault8wqv,ryangault8wqv,Mission,2016-17,mission,2017
