No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
36,Giancarlo Mijares,INF,So,https://www.cccaasports.org/sports/bsb/2020-21/players/giancarlomijaresqau6,giancarlomijaresqau6,Diablo Valley,2020-21,diablovalley,2021
13,Alonzo Levias,OF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/alonzoleviasradi,alonzoleviasradi,Diablo Valley,2020-21,diablovalley,2021
41,J.D. Pinion,INF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/jdpinionnr6w,jdpinionnr6w,Diablo Valley,2020-21,diablovalley,2021
7,Alex Merchant,INF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/alexmerchant5ega,alexmerchant5ega,Diablo Valley,2020-21,diablovalley,2021
21,Zachary Schuler,C,So,https://www.cccaasports.org/sports/bsb/2020-21/players/zacharyschulert2sb,zacharyschulert2sb,Diablo Valley,2020-21,diablovalley,2021
23,Cole Thompson,OF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/colethompsonsyfu,colethompsonsyfu,Diablo Valley,2020-21,diablovalley,2021
4,Oscar Murray,c,So,https://www.cccaasports.org/sports/bsb/2020-21/players/oscarmurrayvlbk,oscarmurrayvlbk,Diablo Valley,2020-21,diablovalley,2021
3,Justin Tamelier,P/OF,So,https://www.cccaasports.org/sports/bsb/2020-21/players/justintamelier6qgu,justintamelier6qgu,Diablo Valley,2020-21,diablovalley,2021
14,Keith Whitaker,OF/P,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/keithwhitakeroyzg,keithwhitakeroyzg,Diablo Valley,2020-21,diablovalley,2021
15,Sergio Vazquez,INF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/sergiovazquezaf2o,sergiovazquezaf2o,Diablo Valley,2020-21,diablovalley,2021
20,Colby Finch,C,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/colbyfinch8m42,colbyfinch8m42,Diablo Valley,2020-21,diablovalley,2021
8,Dominic Molinaro,INF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/dominicmolinaro00ut,dominicmolinaro00ut,Diablo Valley,2020-21,diablovalley,2021
35,Beau Garratt,INF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/beaugarrattwg4w,beaugarrattwg4w,Diablo Valley,2020-21,diablovalley,2021
22,Aaron Jenkins,OF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/aaronjenkinsy38k,aaronjenkinsy38k,Diablo Valley,2020-21,diablovalley,2021
2,Ryne Richard,INF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/rynerichard3b54,rynerichard3b54,Diablo Valley,2020-21,diablovalley,2021
40,Anthony Paolini,INF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/anthonypaoliniemf6,anthonypaoliniemf6,Diablo Valley,2020-21,diablovalley,2021
5,Mitch Lawrence,OF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/mitchlawrencef58i,mitchlawrencef58i,Diablo Valley,2020-21,diablovalley,2021
16,Adam Garren,OF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/adamgarrenlihp,adamgarrenlihp,Diablo Valley,2020-21,diablovalley,2021
10,Tyler Wilson,C,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/tylerwilsonhkms,tylerwilsonhkms,Diablo Valley,2020-21,diablovalley,2021
18,Sean Pirouz,INF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/seanpirouzx6zq,seanpirouzx6zq,Diablo Valley,2020-21,diablovalley,2021
24,Billy Duby,P/INF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/billydubyfskj,billydubyfskj,Diablo Valley,2020-21,diablovalley,2021
42,Idris Pippins,OF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/idrispippinsiwf7,idrispippinsiwf7,Diablo Valley,2020-21,diablovalley,2021
11,Derrian Shipp,OF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/derrianshippsoud,derrianshippsoud,Diablo Valley,2020-21,diablovalley,2021
9,Jacob Hicks,P/OF,Fr,https://www.cccaasports.org/sports/bsb/2020-21/players/jacobhicks8r6s,jacobhicks8r6s,Diablo Valley,2020-21,diablovalley,2021
