No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
2,JJ Ota,INF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/jjotayhky,jjotayhky,San Mateo,2018-19,sanmateo,2019
16,Christain Ontai,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/christainontaistdj,christainontaistdj,San Mateo,2018-19,sanmateo,2019
7,Danny Carnazzo,C,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/dannycarnazzozbky,dannycarnazzozbky,San Mateo,2018-19,sanmateo,2019
22,Alec Ackerman,INF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/alecackerman6ccz,alecackerman6ccz,San Mateo,2018-19,sanmateo,2019
10,Anthony Flores,OF,So,https://www.cccaasports.org/sports/bsb/2018-19/players/anthonyflorese2i9,anthonyflorese2i9,San Mateo,2018-19,sanmateo,2019
5,Justin Torres,INF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/justintorresefqm,justintorresefqm,San Mateo,2018-19,sanmateo,2019
6,Cole Gabrielson,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/colegabrielsonnlp7,colegabrielsonnlp7,San Mateo,2018-19,sanmateo,2019
44,Christian Stapleton,1B,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/christianstapletoniv9r,christianstapletoniv9r,San Mateo,2018-19,sanmateo,2019
14,Sean Prozell,UTL,So,https://www.cccaasports.org/sports/bsb/2018-19/players/seanprozellt0jh,seanprozellt0jh,San Mateo,2018-19,sanmateo,2019
8,Cole Sperling,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/colesperlingygwz,colesperlingygwz,San Mateo,2018-19,sanmateo,2019
41,Daniel Haberern,1B,So,https://www.cccaasports.org/sports/bsb/2018-19/players/danielhaberernzd9c,danielhaberernzd9c,San Mateo,2018-19,sanmateo,2019
23,Andrew Howard,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/andrewhowardirub,andrewhowardirub,San Mateo,2018-19,sanmateo,2019
34,Daniel Uchqun,UTL,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/danieluchqung5um,danieluchqung5um,San Mateo,2018-19,sanmateo,2019
35,David Tellez,OF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/davidtelleza1jh,davidtelleza1jh,San Mateo,2018-19,sanmateo,2019
12,Kobe Christo,INF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/kobechristoaq9w,kobechristoaq9w,San Mateo,2018-19,sanmateo,2019
24,Oscar Murray,C,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/oscarmurrayhvgm,oscarmurrayhvgm,San Mateo,2018-19,sanmateo,2019
3,Kyle Riveron,INF,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/kyleriveronjt57,kyleriveronjt57,San Mateo,2018-19,sanmateo,2019
30,Nick Evans,C,Fr,https://www.cccaasports.org/sports/bsb/2018-19/players/nickevansr9kg,nickevansr9kg,San Mateo,2018-19,sanmateo,2019
