No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
1,Matt Sanchez,INF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/mattsanchez6g91,mattsanchez6g91,LA Pierce,2011-12,lapierce,2012
55,Nick Schmidt,INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/nickschmidtdvtl,nickschmidtdvtl,LA Pierce,2011-12,lapierce,2012
20,Cody Despain,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/codydespain9cho,codydespain9cho,LA Pierce,2011-12,lapierce,2012
21,Greg Koll,C/INF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/gregkollsnjd,gregkollsnjd,LA Pierce,2011-12,lapierce,2012
12,Fernando Gallegos,INF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/fernandogallegose4ge,fernandogallegose4ge,LA Pierce,2011-12,lapierce,2012
34,Kevin Torres,P/OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/kevintorres6pkz,kevintorres6pkz,LA Pierce,2011-12,lapierce,2012
13,Michael Hymes,INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/michaelhymes0119,michaelhymes0119,LA Pierce,2011-12,lapierce,2012
15,Nicholas Bobbs,OF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/nicholasbobbs6gsx,nicholasbobbs6gsx,LA Pierce,2011-12,lapierce,2012
5,Bobby Cortes,OF,So,https://www.cccaasports.org/sports/bsb/2011-12/players/bobbycortes0fj3,bobbycortes0fj3,LA Pierce,2011-12,lapierce,2012
7,Christian Tobias,INF/P,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/christiantobiasooev,christiantobiasooev,LA Pierce,2011-12,lapierce,2012
46,Nick Murphy,C/P,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/nickmurphyu0fv,nickmurphyu0fv,LA Pierce,2011-12,lapierce,2012
28,Brandon Rapoport,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/brandonrapoportdu50,brandonrapoportdu50,LA Pierce,2011-12,lapierce,2012
31,Juevenal Terrazas,P/INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/juevenalterrazast3dh,juevenalterrazast3dh,LA Pierce,2011-12,lapierce,2012
4,Deon Hammond,OF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/deonhammondyhmg,deonhammondyhmg,LA Pierce,2011-12,lapierce,2012
25,Joe McFaddin,C,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/joemcfaddinc0tj,joemcfaddinc0tj,LA Pierce,2011-12,lapierce,2012
16,Ryan Blakely,P/1B,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/ryanblakely37k7,ryanblakely37k7,LA Pierce,2011-12,lapierce,2012
9,R.j. Randal,INF,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/rjrandalqxd0,rjrandalqxd0,LA Pierce,2011-12,lapierce,2012
