No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
27,Zach Nehrir,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/zachnehrirwl81,zachnehrirwl81,Orange Coast,2012-13,orangecoast,2013
31,Austin Saenz,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/austinsaenzemv3,austinsaenzemv3,Orange Coast,2012-13,orangecoast,2013
6,Manny Argomaniz,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/mannyargomaniz7ffs,mannyargomaniz7ffs,Orange Coast,2012-13,orangecoast,2013
23,Danny Jimenez,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/dannyjimenez6wc6,dannyjimenez6wc6,Orange Coast,2012-13,orangecoast,2013
2,Cody Bruder,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/codybrudertf9q,codybrudertf9q,Orange Coast,2012-13,orangecoast,2013
3,Ricky Navarro,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/rickynavarrol8ei,rickynavarrol8ei,Orange Coast,2012-13,orangecoast,2013
4,Greg Espinosa,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/gregespinosaeko5,gregespinosaeko5,Orange Coast,2012-13,orangecoast,2013
15,Anthony Virgen,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/anthonyvirgenrpyc,anthonyvirgenrpyc,Orange Coast,2012-13,orangecoast,2013
5,Tucker Chadd,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/tuckerchaddpgox,tuckerchaddpgox,Orange Coast,2012-13,orangecoast,2013
16,Cristian Salina,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/cristiansalinaahnz,cristiansalinaahnz,Orange Coast,2012-13,orangecoast,2013
18,Chris Iriart,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/chrisiriartvgf0,chrisiriartvgf0,Orange Coast,2012-13,orangecoast,2013
28,Steve Pollakov,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/stevepollakovcuzu,stevepollakovcuzu,Orange Coast,2012-13,orangecoast,2013
24,Christian Fillingame,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/christianfillingame1t3a,christianfillingame1t3a,Orange Coast,2012-13,orangecoast,2013
1,Cooper Mickelson,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/coopermickelsonaek7,coopermickelsonaek7,Orange Coast,2012-13,orangecoast,2013
8,Jacob Hill,UTIL,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jacobhill0ywx,jacobhill0ywx,Orange Coast,2012-13,orangecoast,2013
10,Jake Toll-Mckillop,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jaketollmckillophojm,jaketollmckillophojm,Orange Coast,2012-13,orangecoast,2013
25,Andrew Alvarez,INF/P,So,https://www.cccaasports.org/sports/bsb/2012-13/players/andrewalvarez39dl,andrewalvarez39dl,Orange Coast,2012-13,orangecoast,2013
19,Taylor Grace,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/taylorgrace6tzx,taylorgrace6tzx,Orange Coast,2012-13,orangecoast,2013
