No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
9,E.J. Stanton,C/INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/ejstanton3hdn,ejstanton3hdn,Shasta,2012-13,shasta,2013
15,Kenneth Fudge,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/kennethfudgeovd0,kennethfudgeovd0,Shasta,2012-13,shasta,2013
21,Andrew Ratterman,OF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/andrewrattermanw8tq,andrewrattermanw8tq,Shasta,2012-13,shasta,2013
2,Lance Ibesate,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/lanceibesatebb8o,lanceibesatebb8o,Shasta,2012-13,shasta,2013
24,Jason Jackson,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/jasonjacksonat9m,jasonjacksonat9m,Shasta,2012-13,shasta,2013
27,Brad Lohse,RHP/INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/bradlohsepoor,bradlohsepoor,Shasta,2012-13,shasta,2013
32,Troy Duenas,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/troyduenastuaa,troyduenastuaa,Shasta,2012-13,shasta,2013
30,Austin Coleman,C,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/austincolemane6eo,austincolemane6eo,Shasta,2012-13,shasta,2013
7,Marc Mason,INF,So,https://www.cccaasports.org/sports/bsb/2012-13/players/marcmasonwj67,marcmasonwj67,Shasta,2012-13,shasta,2013
4,Jarin Gassett,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jaringassettrnv8,jaringassettrnv8,Shasta,2012-13,shasta,2013
3,Steve Johnson,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/stevejohnsonoqfi,stevejohnsonoqfi,Shasta,2012-13,shasta,2013
22,Devin Short,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/devinshort8ok9,devinshort8ok9,Shasta,2012-13,shasta,2013
12,Daulton Hanks,INF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/daultonhankswsfv,daultonhankswsfv,Shasta,2012-13,shasta,2013
14,Daniel Mahutga,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/danielmahutgafchg,danielmahutgafchg,Shasta,2012-13,shasta,2013
6,Casey Duenas,LHP,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/caseyduenasls5a,caseyduenasls5a,Shasta,2012-13,shasta,2013
28,Jeremiah McNeal,OF,Fr,https://www.cccaasports.org/sports/bsb/2012-13/players/jeremiahmcneal6lpm,jeremiahmcneal6lpm,Shasta,2012-13,shasta,2013
8,Seth Harvey,C,So,https://www.cccaasports.org/sports/bsb/2012-13/players/sethharvey7tz3,sethharvey7tz3,Shasta,2012-13,shasta,2013
