,No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
0,7,River Stevens,,So,https://www.cccaasports.org/sports/bsb/2011-12/players/riverstevens4ei8,riverstevens4ei8,Allan Hancock,2011-12,allanhancock,2012
1,12,Andrew Clark,,So,https://www.cccaasports.org/sports/bsb/2011-12/players/andrewclarkj6qo,andrewclarkj6qo,Allan Hancock,2011-12,allanhancock,2012
2,9,Jacob Cano,,So,https://www.cccaasports.org/sports/bsb/2011-12/players/jacobcanoq7ml,jacobcanoq7ml,Allan Hancock,2011-12,allanhancock,2012
3,17,Daniel Mallory,,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/danielmalloryej4j,danielmalloryej4j,Allan Hancock,2011-12,allanhancock,2012
4,22,Chris Hernandez,,So,https://www.cccaasports.org/sports/bsb/2011-12/players/chrishernandezzg5m,chrishernandezzg5m,Allan Hancock,2011-12,allanhancock,2012
5,33,Tom Muhlethaler,,So,https://www.cccaasports.org/sports/bsb/2011-12/players/tommuhlethaleritlx,tommuhlethaleritlx,Allan Hancock,2011-12,allanhancock,2012
6,6,Mike Foley,,So,https://www.cccaasports.org/sports/bsb/2011-12/players/mikefoleyzd3k,mikefoleyzd3k,Allan Hancock,2011-12,allanhancock,2012
7,13,Tom Lininger,,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/tomliningeroh8e,tomliningeroh8e,Allan Hancock,2011-12,allanhancock,2012
8,1,Mitche Hollingsworth,,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/mitchehollingsworthiewb,mitchehollingsworthiewb,Allan Hancock,2011-12,allanhancock,2012
9,14,Taylor Mowatt,,So,https://www.cccaasports.org/sports/bsb/2011-12/players/taylormowatt4jjs,taylormowatt4jjs,Allan Hancock,2011-12,allanhancock,2012
10,32,Nic Hay,,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/nichayzj8u,nichayzj8u,Allan Hancock,2011-12,allanhancock,2012
11,11,Seth Spears,,So,https://www.cccaasports.org/sports/bsb/2011-12/players/sethspearsv4jb,sethspearsv4jb,Allan Hancock,2011-12,allanhancock,2012
12,26,Cesar Catibayan,,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/cesarcatibayanrzgz,cesarcatibayanrzgz,Allan Hancock,2011-12,allanhancock,2012
13,20,Roger Guillen,,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/rogerguillenqg93,rogerguillenqg93,Allan Hancock,2011-12,allanhancock,2012
14,24,Nick Taitague,,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/nicktaitagueaebg,nicktaitagueaebg,Allan Hancock,2011-12,allanhancock,2012
15,2,Mitchell Angeloni,,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/mitchellangelonix3wf,mitchellangelonix3wf,Allan Hancock,2011-12,allanhancock,2012
0,17,Jake Riffice,SS,Fr,https://www.cccaasports.org/sports/bsb/2011-12/players/jakerifficeztj1,jakerifficeztj1,American River,2011-12,americanriver,2012
1,14,Wyatt Moreland,1B,So,https://www.cccaasports.org/sports/bsb/2011-12/players/wyattmoreland4vxi,wyattmoreland4vxi,American River,2011-12,americanriver,2012
2,12,Cameron Gordon,SS/2B,So,https://www.cccaasports.org/sports/bsb/2011-12/players/camerongordon6xk2,camerongordon6xk2,American River,2011-12,americanriver,2012
