,No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
6,1,Benjamin Arce,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/benjaminarcefv3h,benjaminarcefv3h,East Los Angeles,2016-17,eastlosangeles,2017
7,30,Damien Lomeli,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/damienlomeliu6xc,damienlomeliu6xc,East Los Angeles,2016-17,eastlosangeles,2017
8,33,Oscar Osorio,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/oscarosoriojjpm,oscarosoriojjpm,East Los Angeles,2016-17,eastlosangeles,2017
9,19,Joaquin Castillo,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/joaquincastillo2lbm,joaquincastillo2lbm,East Los Angeles,2016-17,eastlosangeles,2017
10,12,Ismael Martinez,C,So,https://www.cccaasports.org/sports/bsb/2016-17/players/ismaelmartineznjnc,ismaelmartineznjnc,East Los Angeles,2016-17,eastlosangeles,2017
11,13,Anthony Soto,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/anthonysotoqhnb,anthonysotoqhnb,East Los Angeles,2016-17,eastlosangeles,2017
12,20,Julian Zermeno,Cc,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/julianzermenopoys,julianzermenopoys,East Los Angeles,2016-17,eastlosangeles,2017
13,34,Ryan Orozco,P-OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ryanorozcok1d8,ryanorozcok1d8,East Los Angeles,2016-17,eastlosangeles,2017
14,5,Nathan Luna,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/nathanlunamid0,nathanlunamid0,East Los Angeles,2016-17,eastlosangeles,2017
15,4,Jonathan Max,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jonathanmaxtp14,jonathanmaxtp14,East Los Angeles,2016-17,eastlosangeles,2017
16,35,Ricardo Melero,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ricardomelerobj48,ricardomelerobj48,East Los Angeles,2016-17,eastlosangeles,2017
17,24,Alex Carrillo,P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/alexcarrillojuvc,alexcarrillojuvc,East Los Angeles,2016-17,eastlosangeles,2017
18,9,Bernie Fernandez,P-INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/berniefernandez3l9k,berniefernandez3l9k,East Los Angeles,2016-17,eastlosangeles,2017
0,2,Javier Garcia,SS,So,https://www.cccaasports.org/sports/bsb/2016-17/players/javiergarciabzno,javiergarciabzno,EC-Compton Center,2016-17,eccomptoncenter,2017
1,33,Allen Pacheco,1B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/allenpacheco2zsz,allenpacheco2zsz,EC-Compton Center,2016-17,eccomptoncenter,2017
2,25,Richard Samudio,1B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/richardsamudiofnrl,richardsamudiofnrl,EC-Compton Center,2016-17,eccomptoncenter,2017
3,7,Miguel Valles,2B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/miguelvalleswt4z,miguelvalleswt4z,EC-Compton Center,2016-17,eccomptoncenter,2017
4,1,Jorge Rivas,OF/IF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/jorgerivas9qgx,jorgerivas9qgx,EC-Compton Center,2016-17,eccomptoncenter,2017
5,31,Adrian Poot,1B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/adrianpootyfat,adrianpootyfat,EC-Compton Center,2016-17,eccomptoncenter,2017
6,4,Ivan Navarro,C,So,https://www.cccaasports.org/sports/bsb/2016-17/players/ivannavarrog0uj,ivannavarrog0uj,EC-Compton Center,2016-17,eccomptoncenter,2017
7,23,Julian Perez,3B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/julianperez05ra,julianperez05ra,EC-Compton Center,2016-17,eccomptoncenter,2017
8,22,Nicholas Guerra,3B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/nicholasguerraq1vg,nicholasguerraq1vg,EC-Compton Center,2016-17,eccomptoncenter,2017
9,10,Jamiel Robinson,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/jamielrobinsona37t,jamielrobinsona37t,EC-Compton Center,2016-17,eccomptoncenter,2017
10,3,Trinidad Romero,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/trinidadromeron28f,trinidadromeron28f,EC-Compton Center,2016-17,eccomptoncenter,2017
11,24,Kai Ho,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/kaiho2o5k,kaiho2o5k,EC-Compton Center,2016-17,eccomptoncenter,2017
12,9,Caleb Valentine,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/calebvalentine5cjf,calebvalentine5cjf,EC-Compton Center,2016-17,eccomptoncenter,2017
13,8,Ronnie Flores,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ronnieflores7lj4,ronnieflores7lj4,EC-Compton Center,2016-17,eccomptoncenter,2017
14,44,Rigo Cano,3B,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/rigocano10ly,rigocano10ly,EC-Compton Center,2016-17,eccomptoncenter,2017
15,14,Nick Cardona,SS,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/nickcardonaw4c1,nickcardonaw4c1,EC-Compton Center,2016-17,eccomptoncenter,2017
16,5,Jose Montalvo,SS,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/josemontalvoix28,josemontalvoix28,EC-Compton Center,2016-17,eccomptoncenter,2017
17,11,Dave Corona,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/davecoronaagjq,davecoronaagjq,EC-Compton Center,2016-17,eccomptoncenter,2017
0,25,Trevor Casanova,C,So.,https://www.cccaasports.org/sports/bsb/2016-17/players/trevorcasanovana5h,trevorcasanovana5h,El Camino,2016-17,elcamino,2017
1,21,Ty Conrad,OF,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/tyconradwdc6,tyconradwdc6,El Camino,2016-17,elcamino,2017
2,10,Brady Dorn,INF,So.,https://www.cccaasports.org/sports/bsb/2016-17/players/bradydornhas1,bradydornhas1,El Camino,2016-17,elcamino,2017
3,1,Noah Barba,OF,So.,https://www.cccaasports.org/sports/bsb/2016-17/players/noahbarbaeko8,noahbarbaeko8,El Camino,2016-17,elcamino,2017
4,9,Hunter Lewis,INF/P,So.,https://www.cccaasports.org/sports/bsb/2016-17/players/hunterlewisvbh5,hunterlewisvbh5,El Camino,2016-17,elcamino,2017
5,12,Ryan Eastburn,OF,So.,https://www.cccaasports.org/sports/bsb/2016-17/players/ryaneastburn26t8,ryaneastburn26t8,El Camino,2016-17,elcamino,2017
6,15,Cody Wissler,OF,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/codywisslera81k,codywisslera81k,El Camino,2016-17,elcamino,2017
7,7,Darian Sylvester,INF,So.,https://www.cccaasports.org/sports/bsb/2016-17/players/dariansylvesterf9pe,dariansylvesterf9pe,El Camino,2016-17,elcamino,2017
8,11,Angel Mora,1B/P,So.,https://www.cccaasports.org/sports/bsb/2016-17/players/angelmoralgcz,angelmoralgcz,El Camino,2016-17,elcamino,2017
9,20,Connor Underwood,C/1B,So.,https://www.cccaasports.org/sports/bsb/2016-17/players/connorunderwoodd0hs,connorunderwoodd0hs,El Camino,2016-17,elcamino,2017
10,4,Jake Carr,INF/P,So.,https://www.cccaasports.org/sports/bsb/2016-17/players/jakecarrnkau,jakecarrnkau,El Camino,2016-17,elcamino,2017
11,31,Dimitre McField,C,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/dimitremcfieldbmcw,dimitremcfieldbmcw,El Camino,2016-17,elcamino,2017
12,19,Steven Gamboa,OF,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/stevengamboaqgcl,stevengamboaqgcl,El Camino,2016-17,elcamino,2017
13,3,Ryan Siebert,INF,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/ryansiebertx1ke,ryansiebertx1ke,El Camino,2016-17,elcamino,2017
14,18,Kenneth Haus,INF/P,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/kennethhausw7lz,kennethhausw7lz,El Camino,2016-17,elcamino,2017
15,8,Ricky Ramos,P,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/rickyramos706g,rickyramos706g,El Camino,2016-17,elcamino,2017
16,14,Andy Monarrez,P,Fr.,https://www.cccaasports.org/sports/bsb/2016-17/players/andymonarrezb8an,andymonarrezb8an,El Camino,2016-17,elcamino,2017
0,1,Chase Fernlund,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/chasefernlund3t62,chasefernlund3t62,Feather River,2016-17,featherriver,2017
1,13,Chase Larsen,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/chaselarsenl2j1,chaselarsenl2j1,Feather River,2016-17,featherriver,2017
2,35,Oakland Scanlan,1B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/oaklandscanlan532y,oaklandscanlan532y,Feather River,2016-17,featherriver,2017
3,3,Tyler Kushima,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/tylerkushimaeaqc,tylerkushimaeaqc,Feather River,2016-17,featherriver,2017
4,2,Cole Fiori,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/colefiorih430,colefiorih430,Feather River,2016-17,featherriver,2017
5,30,Jarid Norberg,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jaridnorbergzloh,jaridnorbergzloh,Feather River,2016-17,featherriver,2017
6,19,Brandon Koszuth,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/brandonkoszuthwjwt,brandonkoszuthwjwt,Feather River,2016-17,featherriver,2017
7,28,Joe Bath,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/joebathhhia,joebathhhia,Feather River,2016-17,featherriver,2017
8,43,Jake Thomas,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jakethomasqecf,jakethomasqecf,Feather River,2016-17,featherriver,2017
9,4,Ryan Coleman,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/ryancoleman6g7n,ryancoleman6g7n,Feather River,2016-17,featherriver,2017
10,20,Logan Beatty,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/loganbeattys7ic,loganbeattys7ic,Feather River,2016-17,featherriver,2017
11,27,Kevin Koszuth,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/kevinkoszuthzcfe,kevinkoszuthzcfe,Feather River,2016-17,featherriver,2017
12,11,Jordan Sunitsch,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jordansunitsch5xdm,jordansunitsch5xdm,Feather River,2016-17,featherriver,2017
13,14,Colby Stevens,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/colbystevensus99,colbystevensus99,Feather River,2016-17,featherriver,2017
14,9,Greyson Wolff,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/greysonwolffswfy,greysonwolffswfy,Feather River,2016-17,featherriver,2017
15,10,Spencer Lininger,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/spencerliningeri2kt,spencerliningeri2kt,Feather River,2016-17,featherriver,2017
16,12,Samson Abernathy,RHP,So,https://www.cccaasports.org/sports/bsb/2016-17/players/samsonabernathycs68,samsonabernathycs68,Feather River,2016-17,featherriver,2017
17,5,Chaz Pacleb,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/chazpacleb9pop,chazpacleb9pop,Feather River,2016-17,featherriver,2017
18,26,Callen Beeson,P/OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/callenbeesonjigv,callenbeesonjigv,Feather River,2016-17,featherriver,2017
19,17,Gavin Broad,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/gavinbroadgp24,gavinbroadgp24,Feather River,2016-17,featherriver,2017
20,22,Grant Doi,RHP,So,https://www.cccaasports.org/sports/bsb/2016-17/players/grantdoi6d2n,grantdoi6d2n,Feather River,2016-17,featherriver,2017
21,42,Chase Kalama,1B,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/chasekalama8vw5,chasekalama8vw5,Feather River,2016-17,featherriver,2017
0,24,Carson McCusker,OF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/carsonmccusker8ple,carsonmccusker8ple,Folsom Lake,2016-17,folsomlake,2017
1,34,Aidan Malm,OF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/aidanmalmp35t,aidanmalmp35t,Folsom Lake,2016-17,folsomlake,2017
2,2,Josh Winkler,IF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/joshwinklerjoqk,joshwinklerjoqk,Folsom Lake,2016-17,folsomlake,2017
3,10,Greg Vaughn,OF,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/gregvaughnfc42,gregvaughnfc42,Folsom Lake,2016-17,folsomlake,2017
4,13,Jack Rotteveel,OF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/jackrotteveelsu7y,jackrotteveelsu7y,Folsom Lake,2016-17,folsomlake,2017
5,27,Mason Allen,C,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/masonallenrgjk,masonallenrgjk,Folsom Lake,2016-17,folsomlake,2017
6,3,Nicola Mislinski,IF,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/nicolamislinski9mo9,nicolamislinski9mo9,Folsom Lake,2016-17,folsomlake,2017
7,5,John Mook,IF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/johnmookgulo,johnmookgulo,Folsom Lake,2016-17,folsomlake,2017
8,31,Grant Heisinger,IF,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/grantheisinger7w9v,grantheisinger7w9v,Folsom Lake,2016-17,folsomlake,2017
9,25,Kale Leach,IF,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/kaleleachv8lb,kaleleachv8lb,Folsom Lake,2016-17,folsomlake,2017
10,7,Grant Dragmire,P,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/grantdragmirev3yr,grantdragmirev3yr,Folsom Lake,2016-17,folsomlake,2017
11,21,Jacob Jones,OF,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/jacobjonest5ul,jacobjonest5ul,Folsom Lake,2016-17,folsomlake,2017
12,35,Jordan Taylor,OF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/jordantaylorpgdb,jordantaylorpgdb,Folsom Lake,2016-17,folsomlake,2017
13,19,Zack Rogers,C,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/zackrogers6974,zackrogers6974,Folsom Lake,2016-17,folsomlake,2017
14,15,Charley Harber,IF,Sophomore,https://www.cccaasports.org/sports/bsb/2016-17/players/charleyharberadwm,charleyharberadwm,Folsom Lake,2016-17,folsomlake,2017
15,22,Mitchell Hebner,OF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/mitchellhebner87jp,mitchellhebner87jp,Folsom Lake,2016-17,folsomlake,2017
16,1,Christian Murua,IF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/christianmuruai7p2,christianmuruai7p2,Folsom Lake,2016-17,folsomlake,2017
17,8,Justin Morris,IF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/justinmorris35fh,justinmorris35fh,Folsom Lake,2016-17,folsomlake,2017
18,4,Steele Hadfield,IF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/steelehadfield4lh7,steelehadfield4lh7,Folsom Lake,2016-17,folsomlake,2017
19,6,Dulon Stevens,OF,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/dulonstevensod9c,dulonstevensod9c,Folsom Lake,2016-17,folsomlake,2017
20,33,Lukas Bolen,P,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/lukasbolentngg,lukasbolentngg,Folsom Lake,2016-17,folsomlake,2017
21,0,Austin Beard,P,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/austinbeardlg6l,austinbeardlg6l,Folsom Lake,2016-17,folsomlake,2017
22,14,Cody Lindsey,P,Freshman,https://www.cccaasports.org/sports/bsb/2016-17/players/codylindseyb9uc,codylindseyb9uc,Folsom Lake,2016-17,folsomlake,2017
0,7,Michael Beltran,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/michaelbeltranpqb8,michaelbeltranpqb8,Fresno City,2016-17,fresno,2017
1,21,Nick Sheehan,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/nicksheehanqno7,nicksheehanqno7,Fresno City,2016-17,fresno,2017
2,12,Sal Esparza,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/salesparzaqlox,salesparzaqlox,Fresno City,2016-17,fresno,2017
3,24,Eddie Pena,UTIL,So,https://www.cccaasports.org/sports/bsb/2016-17/players/eddiepenaddrw,eddiepenaddrw,Fresno City,2016-17,fresno,2017
4,18,RJ Hartmann,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/rjhartmannyx9p,rjhartmannyx9p,Fresno City,2016-17,fresno,2017
5,26,Levi Zosky,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/levizoskychfd,levizoskychfd,Fresno City,2016-17,fresno,2017
6,3,Jacob Paradine,UTIL,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jacobparadine61xg,jacobparadine61xg,Fresno City,2016-17,fresno,2017
7,30,Kyle Adkins,C/P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/kyleadkinsmh26,kyleadkinsmh26,Fresno City,2016-17,fresno,2017
8,22,Christian Funk,UTIL,So,https://www.cccaasports.org/sports/bsb/2016-17/players/christianfunkf18t,christianfunkf18t,Fresno City,2016-17,fresno,2017
9,2,Noah Padilla,1B/OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/noahpadillaufnj,noahpadillaufnj,Fresno City,2016-17,fresno,2017
10,19,Adam Munoz,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/adammunozee8x,adammunozee8x,Fresno City,2016-17,fresno,2017
11,50,Isaac Rivera,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/isaacriveraat2e,isaacriveraat2e,Fresno City,2016-17,fresno,2017
12,55,Nick Zamora,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/nickzamorahej0,nickzamorahej0,Fresno City,2016-17,fresno,2017
13,44,Yodai Nakamura,C,So,https://www.cccaasports.org/sports/bsb/2016-17/players/yodainakamura4ey8,yodainakamura4ey8,Fresno City,2016-17,fresno,2017
14,5,Russell McClung,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/russellmcclung679w,russellmcclung679w,Fresno City,2016-17,fresno,2017
15,27,Craig Bettis,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/craigbettisk6m0,craigbettisk6m0,Fresno City,2016-17,fresno,2017
16,14,Tyler Turney,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/tylerturneyc0ff,tylerturneyc0ff,Fresno City,2016-17,fresno,2017
17,15,Keenan Reardon,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/keenanreardonvus7,keenanreardonvus7,Fresno City,2016-17,fresno,2017
18,47,Jacob Fraizer,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jacobfraizer4smu,jacobfraizer4smu,Fresno City,2016-17,fresno,2017
19,37,Bobby Clark,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/bobbyclarkuq2c,bobbyclarkuq2c,Fresno City,2016-17,fresno,2017
20,28,Sam Romero,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/samromerod7cu,samromerod7cu,Fresno City,2016-17,fresno,2017
21,16,Donovan Bertoncini,RHP,So,https://www.cccaasports.org/sports/bsb/2016-17/players/donovanbertonciniqxku,donovanbertonciniqxku,Fresno City,2016-17,fresno,2017
22,53,Daniel Ross,RHP,So,https://www.cccaasports.org/sports/bsb/2016-17/players/danielrossadsa,danielrossadsa,Fresno City,2016-17,fresno,2017
23,33,DJ Martinez,RHP,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/djmartinezt992,djmartinezt992,Fresno City,2016-17,fresno,2017
24,42,Tucker Thomason,RHP,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/tuckerthomasonxgo7,tuckerthomasonxgo7,Fresno City,2016-17,fresno,2017
0,4,Joey Parente,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/joeyparentepkbu,joeyparentepkbu,Fullerton,2016-17,fullerton,2017
1,8,Todd Yost,IF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/toddyostg5v2,toddyostg5v2,Fullerton,2016-17,fullerton,2017
2,9,John Zanze,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/johnzanzevkgp,johnzanzevkgp,Fullerton,2016-17,fullerton,2017
3,21,Chase Kerr,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/chasekerr71a6,chasekerr71a6,Fullerton,2016-17,fullerton,2017
4,2,Thomas Delgadillo,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/thomasdelgadillopoyi,thomasdelgadillopoyi,Fullerton,2016-17,fullerton,2017
5,11,Daniel Tuerffs,IF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/danieltuerffsvbqe,danieltuerffsvbqe,Fullerton,2016-17,fullerton,2017
6,13,Jake Anderson,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jakeandersonc8ce,jakeandersonc8ce,Fullerton,2016-17,fullerton,2017
7,12,Andrew Aguilar,SS,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/andrewaguilarwpuy,andrewaguilarwpuy,Fullerton,2016-17,fullerton,2017
8,28,Tate Brock,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/tatebrockeadw,tatebrockeadw,Fullerton,2016-17,fullerton,2017
9,24,Ryan Aguirre,2B,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ryanaguirreazvp,ryanaguirreazvp,Fullerton,2016-17,fullerton,2017
10,18,Austin Case,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/austincaseul3b,austincaseul3b,Fullerton,2016-17,fullerton,2017
11,17,Aaron Lizarraga,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/aaronlizarraga51na,aaronlizarraga51na,Fullerton,2016-17,fullerton,2017
12,36,Jesse Hayes,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jessehayesopyq,jessehayesopyq,Fullerton,2016-17,fullerton,2017
13,34,Grant Woodward,1B,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/grantwoodwardqxjs,grantwoodwardqxjs,Fullerton,2016-17,fullerton,2017
14,16,Ben Robison,C,So,https://www.cccaasports.org/sports/bsb/2016-17/players/benrobisonkzim,benrobisonkzim,Fullerton,2016-17,fullerton,2017
15,27,Jacob Manzur,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jacobmanzur9m4r,jacobmanzur9m4r,Fullerton,2016-17,fullerton,2017
16,6,Trey Carter,IF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/treycarterm2na,treycarterm2na,Fullerton,2016-17,fullerton,2017
17,35,Carter Kimberly,OF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/carterkimberlyzpmc,carterkimberlyzpmc,Fullerton,2016-17,fullerton,2017
18,37,Roberto Jaime,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/robertojaimequ4s,robertojaimequ4s,Fullerton,2016-17,fullerton,2017
19,10,Kevin Foley,3B,So,https://www.cccaasports.org/sports/bsb/2016-17/players/kevinfoleygnlu,kevinfoleygnlu,Fullerton,2016-17,fullerton,2017
20,33,Eric Calderas,3B,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/ericcalderaskcig,ericcalderaskcig,Fullerton,2016-17,fullerton,2017
21,32,Chandler Weisz,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/chandlerweiszocv2,chandlerweiszocv2,Fullerton,2016-17,fullerton,2017
0,4,Brennan Wilson,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/brennanwilson2dwh,brennanwilson2dwh,Gavilan,2016-17,gavilan,2017
1,25,Josh Tonascia,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/joshtonasciaamte,joshtonasciaamte,Gavilan,2016-17,gavilan,2017
2,3,Makaio Duyao,UTIL,So,https://www.cccaasports.org/sports/bsb/2016-17/players/makaioduyaoyj5y,makaioduyaoyj5y,Gavilan,2016-17,gavilan,2017
3,10,Tyler Fhurong,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/tylerfhuronghmta,tylerfhuronghmta,Gavilan,2016-17,gavilan,2017
4,28,Jimmy Lemberger,P,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/jimmylemberger450u,jimmylemberger450u,Gavilan,2016-17,gavilan,2017
5,32,Brock Bueno,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/brockbuenoek5q,brockbuenoek5q,Gavilan,2016-17,gavilan,2017
6,21,Dallas Wilson,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/dallaswilsond3mt,dallaswilsond3mt,Gavilan,2016-17,gavilan,2017
7,7,Josh Hernandez,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/joshhernandezl999,joshhernandezl999,Gavilan,2016-17,gavilan,2017
8,12,Dylan McFarland,UTIL,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/dylanmcfarlandwp2f,dylanmcfarlandwp2f,Gavilan,2016-17,gavilan,2017
9,24,Cayman Willis,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/caymanwillis2ll5,caymanwillis2ll5,Gavilan,2016-17,gavilan,2017
10,9,Justin Nelson,UTIL,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/justinnelson50rp,justinnelson50rp,Gavilan,2016-17,gavilan,2017
11,29,Alex Ferroni,C,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/alexferronii7c2,alexferronii7c2,Gavilan,2016-17,gavilan,2017
12,34,Ryan Eaton,P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/ryaneaton1xq1,ryaneaton1xq1,Gavilan,2016-17,gavilan,2017
13,8,Josh Nehme,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/joshnehmezt0f,joshnehmezt0f,Gavilan,2016-17,gavilan,2017
14,22,Enrique Leon,C,So,https://www.cccaasports.org/sports/bsb/2016-17/players/enriqueleon53la,enriqueleon53la,Gavilan,2016-17,gavilan,2017
15,27,Bryan Velazquez,UTIL,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/bryanvelazquezbrim,bryanvelazquezbrim,Gavilan,2016-17,gavilan,2017
16,14,Tobias Veyna,INF,Fr,https://www.cccaasports.org/sports/bsb/2016-17/players/tobiasveyna94u9,tobiasveyna94u9,Gavilan,2016-17,gavilan,2017
17,20,Justin Dziuba,P,So,https://www.cccaasports.org/sports/bsb/2016-17/players/justindziubaz0d9,justindziubaz0d9,Gavilan,2016-17,gavilan,2017
0,34,John Malott,OF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/johnmalott10jc,johnmalott10jc,Glendale,2016-17,glendale,2017
1,2,Frank Garriola,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/frankgarriola6ynq,frankgarriola6ynq,Glendale,2016-17,glendale,2017
2,25,Grant Mona,INF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/grantmonang69,grantmonang69,Glendale,2016-17,glendale,2017
3,9,Bruno Teramoto,IF,So,https://www.cccaasports.org/sports/bsb/2016-17/players/brunoteramotojza1,brunoteramotojza1,Glendale,2016-17,glendale,2017
