,No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
9,12,Jimmy Galicia,RHP,So.,https://www.cccaasports.org/sports/bsb/2019-20/players/jimmygaliciam63m,jimmygaliciam63m,El Camino,2019-20,elcamino,2020
10,8,Matthew Romero,OF,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/matthewromerom3xb,matthewromerom3xb,El Camino,2019-20,elcamino,2020
11,13,Crixtian Taveras,IF,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/crixtiantaveras3dtn,crixtiantaveras3dtn,El Camino,2019-20,elcamino,2020
12,25,Joey Acosta,RHP,So.,https://www.cccaasports.org/sports/bsb/2019-20/players/joeyacosta3aww,joeyacosta3aww,El Camino,2019-20,elcamino,2020
13,16,Tristan Gallegos,1B,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/tristangallegoskplc,tristangallegoskplc,El Camino,2019-20,elcamino,2020
14,6,Jaja Bellinger,IF,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/jajabellingerw2im,jajabellingerw2im,El Camino,2019-20,elcamino,2020
15,1,Jason Yang,C,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/jasonyangrmcu,jasonyangrmcu,El Camino,2019-20,elcamino,2020
16,24,Austin Caulk,C,So.,https://www.cccaasports.org/sports/bsb/2019-20/players/austincaulkogqp,austincaulkogqp,El Camino,2019-20,elcamino,2020
17,10,Kyle Hatai,RHP,Fr.,https://www.cccaasports.org/sports/bsb/2019-20/players/kylehataisxa3,kylehataisxa3,El Camino,2019-20,elcamino,2020
0,2,Peter Mendazona,INF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/petermendazona7dr8,petermendazona7dr8,Feather River,2019-20,featherriver,2020
1,3,Jerry Thomas,INF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/jerrythomaszzcr,jerrythomaszzcr,Feather River,2019-20,featherriver,2020
2,20,Braden Del Carlo,INF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/bradendelcarloax2o,bradendelcarloax2o,Feather River,2019-20,featherriver,2020
3,34,Brad Madison,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/bradmadisonaxgd,bradmadisonaxgd,Feather River,2019-20,featherriver,2020
4,12,Ryan Bolf,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/ryanbolfq1mh,ryanbolfq1mh,Feather River,2019-20,featherriver,2020
5,5,Michael Boomgaarden,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/michaelboomgaarden4sub,michaelboomgaarden4sub,Feather River,2019-20,featherriver,2020
6,11,Cooper Kitrel,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/cooperkitrelak47,cooperkitrelak47,Feather River,2019-20,featherriver,2020
7,25,Haydn Brown,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/haydnbrownz9fs,haydnbrownz9fs,Feather River,2019-20,featherriver,2020
8,4,Garret Damico,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/garretdamicolfar,garretdamicolfar,Feather River,2019-20,featherriver,2020
9,21,Eric Spencer,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/ericspencerx50a,ericspencerx50a,Feather River,2019-20,featherriver,2020
10,8,Jake Christianson,C,So,https://www.cccaasports.org/sports/bsb/2019-20/players/jakechristianson1waq,jakechristianson1waq,Feather River,2019-20,featherriver,2020
11,9,Kyle Boomgaarden,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/kyleboomgaarden0o6a,kyleboomgaarden0o6a,Feather River,2019-20,featherriver,2020
12,10,Hayden Love,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/haydenlove3vrs,haydenlove3vrs,Feather River,2019-20,featherriver,2020
13,1,Aidan Elliott,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/aidanelliott84zt,aidanelliott84zt,Feather River,2019-20,featherriver,2020
14,13,Bowdy Griffin,C,So,https://www.cccaasports.org/sports/bsb/2019-20/players/bowdygriffinz5tg,bowdygriffinz5tg,Feather River,2019-20,featherriver,2020
15,28,Clayton Chipchase,RHP,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/claytonchipchase98k0,claytonchipchase98k0,Feather River,2019-20,featherriver,2020
16,6,Drew Clark,RHP,So,https://www.cccaasports.org/sports/bsb/2019-20/players/drewclarklpk2,drewclarklpk2,Feather River,2019-20,featherriver,2020
17,24,Eamon Velarde,RHP,So,https://www.cccaasports.org/sports/bsb/2019-20/players/eamonvelardewuod,eamonvelardewuod,Feather River,2019-20,featherriver,2020
18,22,Jake Farnsworth,LHP,So,https://www.cccaasports.org/sports/bsb/2019-20/players/jakefarnsworth9hl4,jakefarnsworth9hl4,Feather River,2019-20,featherriver,2020
0,30,Alex Schroeder,C,So,https://www.cccaasports.org/sports/bsb/2019-20/players/alexschroeder7a7t,alexschroeder7a7t,Folsom Lake,2019-20,folsomlake,2020
1,33,Troy Shields,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/troyshields3mpu,troyshields3mpu,Folsom Lake,2019-20,folsomlake,2020
2,7,Trey Furrey,INF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/treyfurreyi9cb,treyfurreyi9cb,Folsom Lake,2019-20,folsomlake,2020
3,1,Hayato Niki,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/hayatonikigysy,hayatonikigysy,Folsom Lake,2019-20,folsomlake,2020
4,2,Austin Caviness,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/austincavinesszvte,austincavinesszvte,Folsom Lake,2019-20,folsomlake,2020
5,15,Chad Leonard,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/chadleonard0mmu,chadleonard0mmu,Folsom Lake,2019-20,folsomlake,2020
6,9,James Powers,INF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/jamespowersbm98,jamespowersbm98,Folsom Lake,2019-20,folsomlake,2020
7,5,Nate Hargraves,SS,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/natehargravesccje,natehargravesccje,Folsom Lake,2019-20,folsomlake,2020
8,22,Braeden Holliday,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/braedenhollidayea2t,braedenhollidayea2t,Folsom Lake,2019-20,folsomlake,2020
9,40,Isaiah Haynes,1B,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/isaiahhaynes4cii,isaiahhaynes4cii,Folsom Lake,2019-20,folsomlake,2020
10,13,Garrett Bugarin,OF/1B,So,https://www.cccaasports.org/sports/bsb/2019-20/players/garrettbugaringqh9,garrettbugaringqh9,Folsom Lake,2019-20,folsomlake,2020
11,16,Kellar Edwards,INF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/kellaredwards6b70,kellaredwards6b70,Folsom Lake,2019-20,folsomlake,2020
12,3,Hunter Dunithan,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/hunterdunithanvcd9,hunterdunithanvcd9,Folsom Lake,2019-20,folsomlake,2020
13,28,Gabe Horn,C,So,https://www.cccaasports.org/sports/bsb/2019-20/players/gabehorne6lx,gabehorne6lx,Folsom Lake,2019-20,folsomlake,2020
14,4,AJ Carpenter,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/ajcarpentervdzj,ajcarpentervdzj,Folsom Lake,2019-20,folsomlake,2020
15,23,Jackson Kawelo,INF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/jacksonkawelodem5,jacksonkawelodem5,Folsom Lake,2019-20,folsomlake,2020
16,45,Daniel Hooper,OF/1B,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/danielhooper2gqq,danielhooper2gqq,Folsom Lake,2019-20,folsomlake,2020
17,34,Garrett Laine,C,So,https://www.cccaasports.org/sports/bsb/2019-20/players/garrettlaine9zb7,garrettlaine9zb7,Folsom Lake,2019-20,folsomlake,2020
18,0,Cameron Ceja,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/cameroncejaxgj1,cameroncejaxgj1,Folsom Lake,2019-20,folsomlake,2020
19,29,Brian Mueller,LHP,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/brianmueller5l3t,brianmueller5l3t,Folsom Lake,2019-20,folsomlake,2020
20,39,Chase Zeinin,RHP,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/chasezeininnjzu,chasezeininnjzu,Folsom Lake,2019-20,folsomlake,2020
0,18,J.D Ortiz,OF/IF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/jdortiz812i,jdortiz812i,Fresno City,2019-20,fresno,2020
1,4,Joey Popejoy,IF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/joeypopejoyhauk,joeypopejoyhauk,Fresno City,2019-20,fresno,2020
2,8,James Bell,C,So,https://www.cccaasports.org/sports/bsb/2019-20/players/jamesbelle4uo,jamesbelle4uo,Fresno City,2019-20,fresno,2020
3,43,Evan Rocha,IF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/evanrocharluu,evanrocharluu,Fresno City,2019-20,fresno,2020
4,3,Chase Prieto,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/chaseprieto3j49,chaseprieto3j49,Fresno City,2019-20,fresno,2020
5,5,Ryan Naranjo,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/ryannaranjo7hvv,ryannaranjo7hvv,Fresno City,2019-20,fresno,2020
6,2,Cole Brincefield,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/colebrincefieldv27w,colebrincefieldv27w,Fresno City,2019-20,fresno,2020
7,34,Bronson Chamberlin,IF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/bronsonchamberlinhsl7,bronsonchamberlinhsl7,Fresno City,2019-20,fresno,2020
8,12,Noah Perez,C,So,https://www.cccaasports.org/sports/bsb/2019-20/players/noahperezp49g,noahperezp49g,Fresno City,2019-20,fresno,2020
9,15,Bret Carrell,IF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/bretcarrelloxh8,bretcarrelloxh8,Fresno City,2019-20,fresno,2020
10,28,Antonio Noriega,IF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/antonionoriegavrz9,antonionoriegavrz9,Fresno City,2019-20,fresno,2020
11,6,Jeshua Gutierrez,C/OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/jeshuagutierrezsjp4,jeshuagutierrezsjp4,Fresno City,2019-20,fresno,2020
12,14,Derek Wood,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/derekwood994x,derekwood994x,Fresno City,2019-20,fresno,2020
13,33,Ethan Baird,1B,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/ethanbairdrtwd,ethanbairdrtwd,Fresno City,2019-20,fresno,2020
14,7,Connor Martin,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/connormartindu9y,connormartindu9y,Fresno City,2019-20,fresno,2020
15,35,Shane Pursell,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/shanepursellicfx,shanepursellicfx,Fresno City,2019-20,fresno,2020
16,21,Noel Bustos,C,So,https://www.cccaasports.org/sports/bsb/2019-20/players/noelbustosswzb,noelbustosswzb,Fresno City,2019-20,fresno,2020
17,47,Travis Moore,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/travismooreqt3w,travismooreqt3w,Fresno City,2019-20,fresno,2020
18,17,Brendan Thorpe,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/brendanthorpe1ts6,brendanthorpe1ts6,Fresno City,2019-20,fresno,2020
19,53,Jared Holaday,1B,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/jaredholadaywbop,jaredholadaywbop,Fresno City,2019-20,fresno,2020
20,37,Zackary Sorondo,C,So,https://www.cccaasports.org/sports/bsb/2019-20/players/zackarysorondofqth,zackarysorondofqth,Fresno City,2019-20,fresno,2020
0,1,Ryan Lamastra,IF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/ryanlamastra34zo,ryanlamastra34zo,Fullerton,2019-20,fullerton,2020
1,27,Tony Accordino,1B,So,https://www.cccaasports.org/sports/bsb/2019-20/players/tonyaccordinorlvz,tonyaccordinorlvz,Fullerton,2019-20,fullerton,2020
2,19,Brock Denbo,IF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/brockdenbod27i,brockdenbod27i,Fullerton,2019-20,fullerton,2020
3,33,Sawyer Chesley,3B,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/sawyerchesley4p1k,sawyerchesley4p1k,Fullerton,2019-20,fullerton,2020
4,7,Elias Rios,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/eliasriosfcpj,eliasriosfcpj,Fullerton,2019-20,fullerton,2020
5,42,Brian Landon,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/brianlandon8225,brianlandon8225,Fullerton,2019-20,fullerton,2020
6,12,Dean Drake,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/deandrakeplzl,deandrakeplzl,Fullerton,2019-20,fullerton,2020
7,30,Nolan Ewens,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/nolanewens8zyq,nolanewens8zyq,Fullerton,2019-20,fullerton,2020
8,16,Jack Janes,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/jackjanessx1i,jackjanessx1i,Fullerton,2019-20,fullerton,2020
9,5,Brad Pellkofer,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/bradpellkofer9opy,bradpellkofer9opy,Fullerton,2019-20,fullerton,2020
10,28,Marco Malerba,UT,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/marcomalerbaponx,marcomalerbaponx,Fullerton,2019-20,fullerton,2020
11,24,Luis Chavarin,IF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/luischavarink4zy,luischavarink4zy,Fullerton,2019-20,fullerton,2020
12,23,Reese Fawley,IF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/reesefawleyjbry,reesefawleyjbry,Fullerton,2019-20,fullerton,2020
13,25,Ivan Miranda,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/ivanmiranda6gwx,ivanmiranda6gwx,Fullerton,2019-20,fullerton,2020
14,32,Julian Tellez,1B/RHP,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/juliantellezg4o1,juliantellezg4o1,Fullerton,2019-20,fullerton,2020
15,17,Anthony Rendon,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/anthonyrendon2wcs,anthonyrendon2wcs,Fullerton,2019-20,fullerton,2020
16,44,Ray Moss,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/raymossgs4s,raymossgs4s,Fullerton,2019-20,fullerton,2020
17,18,Steven Limon,IF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/stevenlimon7gje,stevenlimon7gje,Fullerton,2019-20,fullerton,2020
18,9,Andrew Sanchez,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/andrewsanchez4dt3,andrewsanchez4dt3,Fullerton,2019-20,fullerton,2020
19,38,Kyle Larsen,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/kylelarsen7xbn,kylelarsen7xbn,Fullerton,2019-20,fullerton,2020
0,3,Anthony DiVittorio,inf,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/anthonydivittorio1uhx,anthonydivittorio1uhx,Gavilan,2019-20,gavilan,2020
1,23,Rob Najar,c,So,https://www.cccaasports.org/sports/bsb/2019-20/players/robnajark65r,robnajark65r,Gavilan,2019-20,gavilan,2020
2,15,Noah Ackman,utl,So,https://www.cccaasports.org/sports/bsb/2019-20/players/noahackmanispw,noahackmanispw,Gavilan,2019-20,gavilan,2020
3,24,Eddie Dimas,of,So,https://www.cccaasports.org/sports/bsb/2019-20/players/eddiedimas5vff,eddiedimas5vff,Gavilan,2019-20,gavilan,2020
4,28,Jacob Spencer,utl,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/jacobspencer24ql,jacobspencer24ql,Gavilan,2019-20,gavilan,2020
5,5,Dominic Felice,c,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/dominicfelicehdlk,dominicfelicehdlk,Gavilan,2019-20,gavilan,2020
6,16,Nate Aguayo,utl,So,https://www.cccaasports.org/sports/bsb/2019-20/players/nateaguayofjkq,nateaguayofjkq,Gavilan,2019-20,gavilan,2020
7,31,Matt Roth,utl,So,https://www.cccaasports.org/sports/bsb/2019-20/players/mattrothk8oa,mattrothk8oa,Gavilan,2019-20,gavilan,2020
8,26,Nate Davis,inf,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/natedavis9ycg,natedavis9ycg,Gavilan,2019-20,gavilan,2020
9,18,JoJo Aguilera,utl,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/jojoaguilerakn8w,jojoaguilerakn8w,Gavilan,2019-20,gavilan,2020
10,4,Josh Holtzclaw,utl,So,https://www.cccaasports.org/sports/bsb/2019-20/players/joshholtzclaw35bd,joshholtzclaw35bd,Gavilan,2019-20,gavilan,2020
11,12,Ben Pelayo,c,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/benpelayo0aok,benpelayo0aok,Gavilan,2019-20,gavilan,2020
12,7,RJ Hernandez,of,So,https://www.cccaasports.org/sports/bsb/2019-20/players/rjhernandez1xso,rjhernandez1xso,Gavilan,2019-20,gavilan,2020
13,21,Cooper Ahola,utl,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/cooperaholajpry,cooperaholajpry,Gavilan,2019-20,gavilan,2020
14,22,Justin Jud,utl,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/justinjudf3xf,justinjudf3xf,Gavilan,2019-20,gavilan,2020
15,11,Zach Mata,inf,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/zachmatah28t,zachmatah28t,Gavilan,2019-20,gavilan,2020
16,9,David Martinez,of,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/davidmartinezld9z,davidmartinezld9z,Gavilan,2019-20,gavilan,2020
17,6,Chuck Dougherty,of,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/chuckdougherty9gdm,chuckdougherty9gdm,Gavilan,2019-20,gavilan,2020
18,25,Jacob Lindholm,p,So,https://www.cccaasports.org/sports/bsb/2019-20/players/jacoblindholmcb6f,jacoblindholmcb6f,Gavilan,2019-20,gavilan,2020
0,25,Casey Slattery,IF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/caseyslatteryqgdi,caseyslatteryqgdi,Glendale,2019-20,glendale,2020
1,1,Christian Muro,IF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/christianmurot0xa,christianmurot0xa,Glendale,2019-20,glendale,2020
2,8,Hans Seo,IF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/hansseoiux1,hansseoiux1,Glendale,2019-20,glendale,2020
3,10,Trent MacKinney,,So,https://www.cccaasports.org/sports/bsb/2019-20/players/trentmackinneyao47,trentmackinneyao47,Glendale,2019-20,glendale,2020
4,2,Alex Mills,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/alexmillsyg0c,alexmillsyg0c,Glendale,2019-20,glendale,2020
5,11,Aaron Suval,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/aaronsuval5t1m,aaronsuval5t1m,Glendale,2019-20,glendale,2020
6,27,Aaron Trelaor,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/aarontrelaor3h26,aarontrelaor3h26,Glendale,2019-20,glendale,2020
7,9,Artin Biageyian,IF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/artinbiageyian5w43,artinbiageyian5w43,Glendale,2019-20,glendale,2020
8,4,Zach Lafata,IF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/zachlafatap226,zachlafatap226,Glendale,2019-20,glendale,2020
9,22,Emiliano Gonzalez,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/emilianogonzalezf9im,emilianogonzalezf9im,Glendale,2019-20,glendale,2020
10,32,Sammy Martinez,,So,https://www.cccaasports.org/sports/bsb/2019-20/players/sammymartinezxg7s,sammymartinezxg7s,Glendale,2019-20,glendale,2020
11,24,Niko Khoury,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/nikokhourybugc,nikokhourybugc,Glendale,2019-20,glendale,2020
12,20,Sean Harris,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/seanharris5ksf,seanharris5ksf,Glendale,2019-20,glendale,2020
13,37,Nick Martin,C,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/nickmartinv3l6,nickmartinv3l6,Glendale,2019-20,glendale,2020
14,12,Jake Schaffer,IF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/jakeschaffer0f65,jakeschaffer0f65,Glendale,2019-20,glendale,2020
15,19,Hiromu Takeshi,IF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/hiromutakeshias03,hiromutakeshias03,Glendale,2019-20,glendale,2020
16,31,Daniel Crasnick,,So,https://www.cccaasports.org/sports/bsb/2019-20/players/danielcrasnicknn7u,danielcrasnicknn7u,Glendale,2019-20,glendale,2020
17,7,Jordan Martinez,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/jordanmartinez9u6y,jordanmartinez9u6y,Glendale,2019-20,glendale,2020
18,42,Shane Skelly,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/shaneskellyp5md,shaneskellyp5md,Glendale,2019-20,glendale,2020
19,28,Valen Solano,IF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/valensolanokhkp,valensolanokhkp,Glendale,2019-20,glendale,2020
20,16,Troy Leef,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/troyleefpjgh,troyleefpjgh,Glendale,2019-20,glendale,2020
0,2,Justin Simpson,IF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/justinsimpsonzcmi,justinsimpsonzcmi,Golden West,2019-20,goldenwest,2020
1,7,Luke Chung,IF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/lukechunghwj1,lukechunghwj1,Golden West,2019-20,goldenwest,2020
2,5,Seth Nelson,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/sethnelsonr9bj,sethnelsonr9bj,Golden West,2019-20,goldenwest,2020
3,19,Enrique Bennett,C,So,https://www.cccaasports.org/sports/bsb/2019-20/players/enriquebennett00ja,enriquebennett00ja,Golden West,2019-20,goldenwest,2020
4,21,Jesse Fonteboa,OF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/jessefonteboao71y,jessefonteboao71y,Golden West,2019-20,goldenwest,2020
5,3,Ely Stuart,IF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/elystuart7xsq,elystuart7xsq,Golden West,2019-20,goldenwest,2020
6,23,Vinny Tosti,OF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/vinnytostifkas,vinnytostifkas,Golden West,2019-20,goldenwest,2020
7,14,Logan Gallina,,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/logangallina580a,logangallina580a,Golden West,2019-20,goldenwest,2020
8,20,Anthony Marquez,C,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/anthonymarquezz9sp,anthonymarquezz9sp,Golden West,2019-20,goldenwest,2020
9,10,Noah Amenta,IF,So,https://www.cccaasports.org/sports/bsb/2019-20/players/noahamentarntw,noahamentarntw,Golden West,2019-20,goldenwest,2020
10,30,Jeff Smith,OF,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/jeffsmith6arl,jeffsmith6arl,Golden West,2019-20,goldenwest,2020
11,29,Christian Santillanes,,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/christiansantillanesvhzr,christiansantillanesvhzr,Golden West,2019-20,goldenwest,2020
12,4,Jyles Sellers,Utl,So,https://www.cccaasports.org/sports/bsb/2019-20/players/jylessellers5mpv,jylessellers5mpv,Golden West,2019-20,goldenwest,2020
13,27,Sergio Alfaro,OF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/sergioalfaroe4ni,sergioalfaroe4ni,Golden West,2019-20,goldenwest,2020
14,25,Mylan Jones,OF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/mylanjonesqt13,mylanjonesqt13,Golden West,2019-20,goldenwest,2020
0,5,Darien Cossio,IF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/dariencossio3ok2,dariencossio3ok2,Grossmont,2019-20,grossmont,2020
1,2,Kiichi Sato,IF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/kiichisato6yxv,kiichisato6yxv,Grossmont,2019-20,grossmont,2020
2,9,Brandon Glowacki,IF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/brandonglowacki44ug,brandonglowacki44ug,Grossmont,2019-20,grossmont,2020
3,21,Elijah Jackson,IF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/elijahjacksonnndt,elijahjacksonnndt,Grossmont,2019-20,grossmont,2020
4,1,Sean McGrew,IF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/seanmcgrew7o0s,seanmcgrew7o0s,Grossmont,2019-20,grossmont,2020
5,30,Billy Tellous,IF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/billytellous1ay5,billytellous1ay5,Grossmont,2019-20,grossmont,2020
6,27,Adam Martinez,C,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/adammartinezjh2w,adammartinezjh2w,Grossmont,2019-20,grossmont,2020
7,18,Max Ford,OF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/maxfordp48q,maxfordp48q,Grossmont,2019-20,grossmont,2020
8,6,Terrence Simmons,OF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/terrencesimmons6wis,terrencesimmons6wis,Grossmont,2019-20,grossmont,2020
9,15,Gabriel Jones,IF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/gabrieljoneslnqq,gabrieljoneslnqq,Grossmont,2019-20,grossmont,2020
10,25,Adrian Andrews,IF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/adrianandrews6r4a,adrianandrews6r4a,Grossmont,2019-20,grossmont,2020
11,4,Dante Juliano,OF,FR,https://www.cccaasports.org/sports/bsb/2019-20/players/dantejulianow8kl,dantejulianow8kl,Grossmont,2019-20,grossmont,2020
12,13,Steven Montejano,IF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/stevenmontejano4gkc,stevenmontejano4gkc,Grossmont,2019-20,grossmont,2020
13,24,Ryan Lovato,OF,SO,https://www.cccaasports.org/sports/bsb/2019-20/players/ryanlovatod8xk,ryanlovatod8xk,Grossmont,2019-20,grossmont,2020
0,14,Diego Fisher,,Soph,https://www.cccaasports.org/sports/bsb/2019-20/players/diegofisher9hs3,diegofisher9hs3,Hartnell,2019-20,hartnell,2020
1,21,Carlos Drain,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/carlosdrainq3v0,carlosdrainq3v0,Hartnell,2019-20,hartnell,2020
2,5,Isaiah Bueno,,Soph,https://www.cccaasports.org/sports/bsb/2019-20/players/isaiahbuenouv02,isaiahbuenouv02,Hartnell,2019-20,hartnell,2020
3,23,Chris Wright,,Soph,https://www.cccaasports.org/sports/bsb/2019-20/players/chriswrightw3pj,chriswrightw3pj,Hartnell,2019-20,hartnell,2020
4,27,Michael Vivo,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/michaelvivofg2h,michaelvivofg2h,Hartnell,2019-20,hartnell,2020
5,18,Amier Bowen,,Fr,https://www.cccaasports.org/sports/bsb/2019-20/players/amierbowenposx,amierbowenposx,Hartnell,2019-20,hartnell,2020
6,6,TJ L'Hommedieu,,Soph,https://www.cccaasports.org/sports/bsb/2019-20/players/tjlhommedieucirq,tjlhommedieucirq,Hartnell,2019-20,hartnell,2020
