,No.,Name,Position,Year,PlayerURL,PlayerID,team_name,team_cccaa_season,team_id,team_season
0,41,Jacob Tonascia,P/INF,So,https://www.cccaasports.org/sports/bsb/2015-16/players/jacobtonasciayq3z,jacobtonasciayq3z,Allan Hancock,2015-16,allanhancock,2016
1,24,Colton Studebaker,OF,So,https://www.cccaasports.org/sports/bsb/2015-16/players/coltonstudebakerdrfv,coltonstudebakerdrfv,Allan Hancock,2015-16,allanhancock,2016
2,22,Colby Barrick,OF,So,https://www.cccaasports.org/sports/bsb/2015-16/players/colbybarrickpion,colbybarrickpion,Allan Hancock,2015-16,allanhancock,2016
3,15,Zach Lampreia,INF,So,https://www.cccaasports.org/sports/bsb/2015-16/players/zachlampreia8ea9,zachlampreia8ea9,Allan Hancock,2015-16,allanhancock,2016
4,2,Tim Mahoney,C,So,https://www.cccaasports.org/sports/bsb/2015-16/players/timmahoneyp6mj,timmahoneyp6mj,Allan Hancock,2015-16,allanhancock,2016
5,1,Hunter Christensen,OF,So,https://www.cccaasports.org/sports/bsb/2015-16/players/hunterchristensen4ul9,hunterchristensen4ul9,Allan Hancock,2015-16,allanhancock,2016
6,21,Kyle Von tillow,OF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/kylevontillow7rry,kylevontillow7rry,Allan Hancock,2015-16,allanhancock,2016
7,10,Ryan Pienado,INF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/ryanpienados66v,ryanpienados66v,Allan Hancock,2015-16,allanhancock,2016
8,14,Justin Daraban,INF,So,https://www.cccaasports.org/sports/bsb/2015-16/players/justindaraban8c6o,justindaraban8c6o,Allan Hancock,2015-16,allanhancock,2016
9,5,Chris Taitague,INF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/christaitaguelmvc,christaitaguelmvc,Allan Hancock,2015-16,allanhancock,2016
10,13,Carver Tippitt,C,So,https://www.cccaasports.org/sports/bsb/2015-16/players/carvertippittemw0,carvertippittemw0,Allan Hancock,2015-16,allanhancock,2016
11,26,Wyatt Coll,OF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/wyattcollz1hn,wyattcollz1hn,Allan Hancock,2015-16,allanhancock,2016
12,34,James Fitzmaurice,OF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/jamesfitzmauriceff3d,jamesfitzmauriceff3d,Allan Hancock,2015-16,allanhancock,2016
13,7,Jeremy Terrones,INF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/jeremyterronesuns6,jeremyterronesuns6,Allan Hancock,2015-16,allanhancock,2016
14,23,Bill Daly,INF,So,https://www.cccaasports.org/sports/bsb/2015-16/players/billdalyu8po,billdalyu8po,Allan Hancock,2015-16,allanhancock,2016
15,8,Wyatt Standley,OF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/wyattstandleyf4pl,wyattstandleyf4pl,Allan Hancock,2015-16,allanhancock,2016
16,6,Isaiah Ramos,P/INF,So,https://www.cccaasports.org/sports/bsb/2015-16/players/isaiahramos7gwi,isaiahramos7gwi,Allan Hancock,2015-16,allanhancock,2016
17,29,Walker Armstrong,P/INF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/walkerarmstrong3930,walkerarmstrong3930,Allan Hancock,2015-16,allanhancock,2016
18,4,Daniel Curiel,INF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/danielcurielkw61,danielcurielkw61,Allan Hancock,2015-16,allanhancock,2016
19,12,Luis Garcia,C,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/luisgarciaimdi,luisgarciaimdi,Allan Hancock,2015-16,allanhancock,2016
0,3,Robert Contreras,INF,So,https://www.cccaasports.org/sports/bsb/2015-16/players/robertcontrerasheme,robertcontrerasheme,American River,2015-16,americanriver,2016
1,8,Kirby Broadbent,1B,So,https://www.cccaasports.org/sports/bsb/2015-16/players/kirbybroadbent8yzq,kirbybroadbent8yzq,American River,2015-16,americanriver,2016
2,1,Cade Parker,OF,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/cadeparker9cjb,cadeparker9cjb,American River,2015-16,americanriver,2016
3,4,Mike Hatfield,SS,So,https://www.cccaasports.org/sports/bsb/2015-16/players/mikehatfieldml96,mikehatfieldml96,American River,2015-16,americanriver,2016
4,12,Jared Biggs,SS,Fr,https://www.cccaasports.org/sports/bsb/2015-16/players/jaredbiggs5v1v,jaredbiggs5v1v,American River,2015-16,americanriver,2016
